zcr_sum,zcr_mean,zcr_var,chroma_mean,chroma_var,rms_mean,rms_var,spectral_c_mean,spectral_c_var,spectral_bandwith_mean,spectral_bandwith_var,rolloff_mean,rolloff_var,harmonic_mean,harmonic_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
32005,0.0483609703321577,0.0460221868806899,0.26060256,0.09183336,0.051363207,0.0008556933,1132.1718112289975,319090.3055942562,1582.7004629638734,151283.17633327673,2065.0724831424013,1737932.3010493645,-2.5506675e-05,0.0028156065,123.046875,-314.57837,5275.276,139.9112,680.04614,11.90393,529.1257,30.14179,489.2028,-7.5424266,264.43097,14.91705,214.53712,-2.701583,174.48874,6.727816,115.135574,-6.366219,134.22626,2.8079295,86.21343,-11.728743,139.85812,2.0779724,147.45703,-11.439269,85.303894,-9.500207,82.84225,-15.178787,94.72692,-9.341352,169.02856,-5.6779017,149.41002,1.5691389,165.2822,0.89253676,176.81578,-7.9576783,138.06316,0
29849,0.0451031589890509,0.0430688640382593,0.32889304,0.10805751,0.066998236,0.0027116747,1171.9674317528445,147268.45652200203,1705.3701298880728,96499.7388363126,2344.9874700913574,877107.628571067,-0.00011242832,0.004727469,151.99908088235293,-305.66437,8192.633,113.07102,682.14856,12.107334,1462.7548,45.052197,224.56735,17.734385,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.89558,-7.021587,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037987,62.693886,5.954979,64.3177,8.547473,76.00693,1.1196223,137.01826,0.59824127,67.728806,0.06084247,96.59573,-3.7137508,65.659485,-0.9935343,89.37376,-1.8043832,113.50517,0
29109,0.043984986264608,0.0420503072479102,0.36588737,0.10200271,0.06570574,0.002499327,1352.7427099786896,511953.35535614414,1756.8820972445817,220316.58293083456,2880.9110920279877,2932944.116679484,4.6169084e-06,0.0050147027,161.4990234375,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.07553,33.66307,344.49414,1.0916542,441.21622,14.703699,235.38484,-4.8811417,149.53206,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.875815,93.7772,-3.1767612,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465135,55.49734,-2.990321,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.8391855,37.05892,-4.891355,28.130304,0
65444,0.0988887780789792,0.0891097876490256,0.37950882,0.08355866,0.123896696,0.00091980497,2148.12910424686,166461.31628752293,2204.082986875012,80038.17915715858,4672.105545787413,822951.2202938269,-0.0028267608,0.0075449063,123.046875,-106.39663,1516.7443,102.66919,267.70047,-20.160872,370.71353,59.366917,123.92099,-9.9604225,130.07983,33.702366,59.594765,-14.187068,117.78866,23.52456,93.71705,-13.328021,62.01877,16.00551,79.067696,-18.926493,61.932056,7.824947,68.96398,-7.7978344,50.624645,4.040652,53.882565,-11.352144,37.236004,2.0696383,46.954056,-5.736971,32.207054,0.46918014,65.75539,-1.9118727,65.256584,-3.1344142,46.584003,0
39357,0.0594701674539207,0.0559334666369233,0.31530708,0.091961056,0.15012378,0.003582688,1311.9502873255817,407370.256955658,1673.9597096314346,185527.7700635172,2636.376839834687,2069584.0353783085,-9.752077e-06,0.01783388,143.5546875,-180.20891,4542.0874,131.43243,1278.7372,0.60078657,585.2989,43.153095,260.7977,14.135329,191.2555,25.614765,301.41724,-5.311873,202.178,12.027975,109.13823,-13.535558,143.61685,-1.105728,97.87472,-7.6164746,116.869,2.714974,108.16167,0.7783585,85.0687,1.9962183,178.74504,-6.094793,128.2236,3.4817271,120.58714,-8.328654,104.6665,3.2164888,105.14546,-0.92289615,63.4033,-2.2503347,73.48479,0
90453,0.1366784830324844,0.1179974753084232,0.3655845,0.087915376,0.2188772,0.004651627,2645.724694727559,186295.2141327209,2426.1337925289085,50757.901088234925,5612.422056264501,579829.2280861732,-0.011285397,0.035068244,117.45383522727272,-52.707645,1343.4191,74.45461,222.07434,-18.709469,219.17458,56.292683,113.06734,-3.9566317,128.09073,31.991102,101.31982,-16.460793,138.79938,22.40643,80.235756,-12.25808,66.48326,27.22263,65.776596,-9.23979,83.30694,7.799893,51.770744,-10.568794,59.10679,6.9374247,49.770767,-9.13117,85.394356,13.01696,51.385494,-9.856919,52.908028,3.691295,56.383144,-4.942614,70.96475,4.4164157,65.24876,0
94245,0.1424083627231434,0.122128220949657,0.40597057,0.08501088,0.169917,0.0042539155,2235.5723886035357,239292.3857322379,2099.799351413852,50609.83419172032,4389.459355967228,723769.0889032226,4.916045e-06,0.011847863,107.666015625,-86.268684,2577.3125,91.95878,321.41034,-23.41585,238.66017,68.26197,143.2557,-3.8848531,228.16527,22.747063,164.15065,-9.897946,125.57212,16.88897,70.13794,-11.390698,59.901222,18.429132,73.548225,-7.012551,41.342537,10.759532,55.372566,-11.943846,58.56902,0.9917909,43.030464,-5.9280124,53.418945,5.316061,40.260693,-6.1359906,47.904564,1.9500208,57.432926,-5.091172,53.962177,-0.6716707,39.80734,0
34257,0.0517638419205976,0.0490843465902169,0.29094827,0.09106455,0.08916591,0.0031143297,1109.3207632048684,138690.1460968939,1463.110786018259,37662.21020221467,2243.316777842228,838253.6529387314,-6.4227656e-06,0.0067536496,92.28515625,-249.31532,3977.6575,131.00032,338.24554,0.67786956,1578.9688,66.70416,298.3847,17.911272,183.51115,4.623277,173.19875,6.6038094,96.41475,1.2421157,98.263176,1.4099408,75.738655,-1.5849276,91.75964,-0.9725388,101.25188,-3.5726156,85.11508,-2.9297993,86.26875,4.5961614,62.419792,7.480731,91.63826,-0.19306435,100.62006,-2.8259153,87.33296,-2.6829553,77.28338,0.74113846,76.0248,-0.5292367,67.64772,0
27823,0.0420417833948328,0.0402742718438148,0.26077786,0.09484193,0.13316597,0.0022518067,1430.6028401168037,700821.2373557508,2075.718550228657,275165.24579554406,3246.1678418648494,5567256.17164315,-2.1128938e-06,0.016949395,151.99908088235293,-238.96988,3230.6921,108.68233,821.1811,34.158813,279.21472,30.20716,302.70737,-0.49822143,237.4868,27.279755,140.72952,-21.37793,286.72372,14.166391,139.31053,-24.509224,117.44081,-1.8904003,179.17099,-28.051817,127.13948,-11.25711,87.63016,-16.457558,90.87678,-7.6354303,78.98731,-12.788069,63.451366,-15.356443,81.95189,-13.739163,141.08138,-7.4004874,68.75154,-10.083454,70.441414,-13.290667,87.91443,0
33708,0.0509342786425987,0.0483399779017568,0.37668237,0.095908746,0.14094436,0.005366088,1239.633448229211,526848.4815037228,1660.2697043361322,232947.48101554808,2519.268189892691,2825020.85617298,4.4049016e-06,0.01841794,103.359375,-206.24908,6802.119,126.61618,1107.09,10.596903,763.2381,43.210163,226.22723,12.49674,230.24724,19.42537,258.36087,0.35838875,136.38774,12.735203,76.751236,-4.57919,73.97097,4.0611596,60.098927,-4.404285,94.45393,3.6691213,59.143856,-1.455245,74.25501,-1.6959771,110.34276,-7.153681,73.9578,1.184595,80.58308,-6.2277255,69.53206,0.5984517,68.16197,-1.6083214,68.20314,-0.5399206,56.607864,0
82923,0.1253003200391662,0.1096001498372487,0.29205313,0.08678043,0.11649022,0.00096674514,2371.309053037537,236750.96160197747,2209.900826494475,43101.241525217534,5005.187393507105,485874.7857622289,-9.993258e-05,0.00859494,123.046875,-121.47392,1182.4144,96.09719,436.45776,-19.590857,272.33475,48.038452,131.02327,-38.78463,200.09312,24.768978,103.46194,-32.94141,132.16052,8.102541,101.19304,-17.818922,68.949776,6.1178603,74.08991,-19.995438,42.907154,6.800339,64.269005,-19.33321,87.267006,-0.10917259,66.24715,-12.253941,60.685524,-4.9236603,60.144848,-10.414173,59.10895,-2.0453281,115.316956,-1.7603425,104.79033,-3.9544346,77.13549,0
30295,0.0457770847121611,0.0436815432274167,0.26217148,0.099051096,0.13590334,0.003225207,1537.0761622072548,341041.86876672064,2157.297066703822,160985.27807719147,3602.40662612384,3714496.069609012,-6.19396e-07,0.016845131,129.19921875,-217.18364,3599.9531,105.78522,533.9499,15.602848,358.40976,25.24884,219.3241,-1.4500506,215.97493,30.19327,117.47158,-17.716621,223.58751,17.319042,126.52496,-27.213608,112.21848,4.338282,177.22545,-20.0573,115.21863,-10.700285,70.82692,-14.228785,105.002716,-5.155776,83.000084,-3.4822614,101.27907,-6.1949677,66.54191,-15.323164,116.034874,-6.8316145,93.67297,-9.825101,90.79377,-13.942627,92.79743,0
34438,0.0520373409248195,0.0493294560742936,0.27857408,0.09503724,0.07705383,0.005932036,1198.857018114551,161946.5551683567,1573.309953644958,84086.36735803382,2478.8330644576567,992995.9729777104,-3.415156e-05,0.008433905,83.35433467741936,-284.64056,6202.547,108.80131,675.5429,9.085323,1444.9445,51.198055,296.57825,18.071894,210.83524,7.6021533,181.88692,8.755716,122.01363,2.3540905,103.12947,0.0033667993,93.457794,2.248496,106.085846,4.1991243,84.31745,-3.283063,97.75062,1.6176822,68.57549,2.679472,74.232735,3.3437948,91.85233,3.2793777,115.84882,-4.5331826,137.81163,0.48806825,105.864876,5.9214964,140.58414,3.2215705,169.69243,0
28463,0.0430088516970537,0.0411590903727546,0.2537176,0.09932378,0.15147567,0.0031959515,1330.6062681196104,352248.0681878072,1973.262361288041,234481.1912718397,2898.630603338892,3709897.5074145617,3.4331433e-07,0.023250263,151.99908088235293,-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44043,30.922962,180.49846,3.296436,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121833,114.50333,-26.332514,109.00269,-4.367301,102.22709,-26.39555,128.85991,-13.047178,107.4727,-12.667626,146.42516,-1.8228296,95.050285,-7.255052,110.84827,-6.657476,108.96002,-14.686026,103.15434,-11.712328,115.847015,-11.020865,118.50702,-13.38948,98.54089,0
26087,0.0394186106250585,0.0378647837614485,0.26335758,0.09444161,0.17000204,0.003192832,1379.023680302829,550970.5458083973,2003.731133433046,269583.57273899525,3015.6143507105567,4573708.286561982,-1.2277101e-06,0.027218932,143.5546875,-206.93233,2025.0728,117.80414,763.5175,23.241365,281.1403,28.308992,261.2949,-1.1260132,194.8025,18.867395,160.91714,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.1395233,103.07033,-17.782476,73.11466,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99083,-8.629657,115.68864,-15.530965,85.75175,-15.322778,78.077255,-9.662424,97.191475,-10.0919695,55.309418,-17.832165,90.98461,0
21414,0.0323575009746235,0.0313104931053007,0.39096886,0.10045534,0.063039556,0.0015321699,918.6809998407424,522913.17329647497,1437.035104353302,192328.66479190937,1602.5332846940255,2287747.1941500152,-1.712004e-05,0.004176994,83.35433467741936,-332.2246,7292.3906,128.08928,965.24335,28.80515,1185.7219,41.830193,303.7448,31.214472,229.45088,23.334787,160.46344,5.7841125,186.87914,9.001364,148.51697,-3.881717,184.25235,3.731323,95.78013,-0.8742291,90.75337,-0.43919,82.60476,1.4851282,92.31089,-1.5689236,68.91012,-0.8338708,57.630722,2.1711135,60.399025,-3.8898394,72.59805,-4.1953926,43.173668,-5.925874,45.381966,-3.4450047,32.34512,0
44526,0.0672807550385769,0.0627540550400159,0.33900785,0.0955117,0.09884554,0.002997097,1443.7501131951292,448696.6295521988,1670.688954989285,189332.10247253024,3070.6131158461426,2084005.3671843417,-2.4912783e-06,0.006553899,151.99908088235293,-225.26271,7864.959,117.62647,671.6421,-14.538812,815.5821,64.79437,174.35587,12.911809,315.0233,19.036669,251.42827,10.670199,197.08919,9.886924,112.78764,-2.3937402,101.74815,11.683764,65.722885,1.541284,62.230835,3.0635996,59.590923,-7.6256156,54.649868,-8.957072,87.28939,-4.3462014,51.264557,-0.06465931,48.13701,-2.5570843,46.642452,-3.443867,91.42138,-3.8725183,94.49836,1.3121448,82.403625,0
67763,0.1023928896303079,0.0919085857834635,0.38697547,0.085450016,0.12910546,0.0008729451,2390.421813195251,306586.9091777809,2463.3092400725595,80090.45549005365,5403.593285509716,953517.3210271882,-0.0025197042,0.008560597,129.19921875,-107.203255,1418.7047,88.49289,379.47546,-4.1719,324.2341,55.477848,129.48515,-8.0177145,106.98342,38.413597,70.49762,-6.4136605,89.53754,28.57575,85.68677,-19.81994,54.799854,13.2446995,124.80087,-19.248566,68.764465,12.076122,52.37292,-4.582267,56.79173,3.78424,47.425606,-16.988953,40.59251,11.621647,39.324776,-7.3614445,43.514942,-3.6652527,64.751045,-7.1768236,56.32909,1.9731815,46.39197,0
111011,0.1677425301528874,0.1396049737307951,0.45195466,0.075715706,0.14166255,0.0006225089,2503.937744726624,162905.37539249565,2180.439232513555,34058.66091046608,5077.364425482164,397116.35707964376,-0.00024455998,0.010618292,129.19921875,-82.52998,1043.4323,94.16451,208.17197,-27.112602,166.58902,75.65927,55.314293,-27.521812,67.82731,35.577274,42.440685,-20.303492,49.30245,25.112026,54.7511,-15.370209,47.820274,11.353972,56.48817,-13.391486,54.973377,8.14732,50.100494,-8.500546,64.64975,8.289691,72.68799,-10.354396,72.02632,-3.4710376,50.246998,-5.2286587,33.00185,-2.586173,38.19791,-8.361181,72.61642,-6.9845743,35.917435,0
62327,0.0941788532383188,0.085309196841034,0.30252185,0.087551296,0.103452876,0.0039811623,1832.011596979316,1030483.8309652422,1729.5808045469614,201846.07407526343,3481.4676306917054,3274386.1962247384,2.1072833e-06,0.008084326,112.34714673913044,-177.80176,7307.4546,118.20316,3195.2058,-17.57063,654.1079,30.760927,485.68982,-21.742554,433.27664,11.919263,266.4076,-20.734299,169.70601,3.1852882,133.70335,-8.580818,172.22575,-0.9328851,100.121,-11.772245,76.554756,-2.408764,78.802635,-9.348447,80.10772,-9.942636,47.534428,-3.9021835,60.0207,-5.574562,72.57674,-1.8393145,68.66612,-2.7893167,42.470524,-3.047805,39.803387,-8.109732,46.282936,0
24464,0.0369661858523951,0.0355996869559213,0.23332669,0.094940506,0.19766894,0.0047199335,1247.5800476882746,263742.9050159191,1907.821245304643,194376.8616953673,2621.496780289298,3024858.104095273,-5.441081e-06,0.03664941,151.99908088235293,-200.18538,2875.0405,116.348595,484.6644,17.990736,199.02489,25.287697,291.50247,0.28717083,179.40805,24.193773,99.91042,-22.253931,306.8604,11.182934,95.034065,-26.854319,97.11792,-7.637254,110.53862,-24.876745,123.126884,-12.010829,98.73029,-17.024942,77.726685,-8.125703,84.42433,-11.95662,79.74183,-12.614474,95.7183,-14.187262,94.292656,-8.2080765,89.58156,-15.015217,65.70997,-10.310198,94.443375,0
67226,0.1015814588829756,0.091262666094182,0.30852598,0.08784315,0.09150122,0.002305285,1835.1285128875488,343249.49574738194,1748.4107586184407,88378.7044917057,3579.9574708164155,1572336.2989541132,-1.845967e-05,0.004814488,135.99917763157896,-160.35417,5199.1035,126.209496,853.2712,-35.581394,334.03232,22.139256,193.75323,-32.47355,336.4254,10.850701,134.86504,-23.35007,93.29354,0.49324885,124.73353,-11.796539,129.97539,1.2035191,99.71714,-13.084959,80.243164,-2.8104997,86.43649,-6.9344707,89.548325,-7.5538754,70.91569,-9.167669,75.75422,-4.515863,85.9952,-5.451786,75.27674,-0.91595227,53.633236,-4.408018,62.882492,-11.704385,55.190254,0
40731,0.0615463422152512,0.0577583899751744,0.30737153,0.09285334,0.13176751,0.0055319313,1451.859413528892,449601.6407097229,1577.5671155773998,168197.5994896548,2955.3197165929523,1629557.4144231493,1.855002e-05,0.013231742,92.28515625,-179.3723,6573.5034,136.44833,1479.0457,-26.662588,591.20874,39.96545,353.4062,5.310894,650.08966,10.919135,136.288,-20.559534,163.69316,8.503361,151.28441,-11.349764,171.91978,-3.4705548,178.22743,-8.415842,147.56088,-6.957211,83.71853,-3.5460427,93.2653,-8.051759,57.423862,-8.964917,82.25947,-8.427482,70.46944,-10.5642805,52.018356,-10.785658,60.50718,-4.6954694,65.581085,-8.631641,56.38694,0
32354,0.0488883247657125,0.0464982564673147,0.36592886,0.096423194,0.124884635,0.0036679134,1245.6864186272169,713242.3522609603,1634.50543646138,335262.04178701615,2518.152393597738,3531630.396247657,-1.1555074e-05,0.011525531,123.046875,-212.79181,7245.46,139.06325,1555.4479,9.446759,732.1798,35.453796,258.03745,12.697431,310.7154,20.420673,185.92538,-5.5826244,180.287,10.889944,102.016106,-8.73331,140.48264,8.059619,75.97051,0.16372377,95.16277,2.6487746,75.527466,-1.0296488,76.18483,-1.4043939,72.52261,-4.7083917,72.94244,1.1376657,100.25064,-9.471993,81.15206,-2.188778,54.718273,-4.0989065,52.215096,-3.338622,45.732597,0
34770,0.0525390076065966,0.0497786602863106,0.28080696,0.091172345,0.1019351,0.003558167,1210.1413909563544,131835.5422071378,1497.6767028462984,51645.13855462,2521.982739087877,610051.874210673,-2.3218212e-05,0.008701689,95.703125,-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1946,63.57536,210.98936,5.6017485,152.54594,11.988769,93.58656,1.8891488,102.56179,-1.8709353,87.26914,-7.618035,97.516396,-2.4516425,97.63352,-2.8980217,104.15346,-9.433825,87.92734,-10.939208,115.71939,3.563646,68.92533,4.152738,77.30342,0.094712056,45.212196,-2.9802275,66.850204,-1.3866447,82.508995,7.5348935,93.42404,-3.0437849,74.07117,0
97306,0.1470336690873595,0.1254147692420684,0.3326599,0.08039345,0.11737103,0.00054604106,2553.361072844356,107874.46264550368,2280.187545149397,32825.23540104683,5148.284104915893,276458.18610405194,-1.4411775e-05,0.007764537,151.99908088235293,-85.13846,889.097,88.807526,172.05463,-16.32557,190.40562,59.228165,130.02379,-35.98338,78.20518,14.397045,41.03355,-22.296473,51.305454,9.660772,53.484436,-14.823983,45.236996,11.181689,45.688698,-14.806866,42.160072,8.475102,36.53898,-19.587511,37.816113,6.415234,42.179497,-13.781307,40.455486,6.1189365,38.93814,-13.149333,44.34349,3.9346714,47.962433,-7.615674,43.322426,3.753453,40.893585,0
64829,0.0979594858823138,0.0883634250079866,0.37769634,0.0924858,0.110940404,0.0005275183,2301.576917251487,205130.55258611435,2367.502276682992,47294.5271061826,5187.511838837732,563364.4814082641,-0.0031246885,0.0084496,89.10290948275862,-159.5804,2438.8425,69.80602,240.75041,-4.402107,515.1101,76.845116,111.4487,3.914898,118.83887,45.175888,40.97118,-4.860274,58.180298,32.20158,45.05411,-9.805074,68.408325,7.809358,66.92712,-21.826738,72.33282,9.69575,40.801743,-2.5847604,79.561035,3.3108444,78.955055,-14.973028,67.092514,10.230251,81.903145,-4.087701,67.329796,-5.848176,95.971954,-2.474032,164.174,6.654292,109.11346,0
21245,0.0321021345010683,0.0310715874615436,0.3778535,0.092774644,0.14199714,0.0034759932,1006.8718292163,136249.25015064684,1530.6891911741625,150791.6289266059,2075.0064009026974,1014630.8776776,-1.1810833e-06,0.016149318,172.265625,-194.2843,3234.086,151.84703,567.3283,-1.1988217,204.8832,39.188107,127.93278,16.589046,180.94006,18.247795,96.74258,-1.3970139,119.82874,14.86903,52.521893,-11.620167,79.526794,2.4414866,90.05234,-5.0819397,73.99929,3.9376056,68.47112,-0.89880383,63.148083,0.63656205,38.977962,-8.35749,55.10296,-7.5180163,35.448273,-8.050082,44.11277,-5.4131174,38.906662,-2.5337296,42.45479,0.12855883,60.802155,0
