track_id,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,genre
TRBBDXO128F14A4737,136.12363,0.34,10,0.095,-11.298,0,0.505,125.463,142.963,4,0.0,Bubblegum
TRBBDZF128F424BE45,238.23628,0.177,4,0.349,-7.083,0,0.414,234.249,163.99,4,0.638,MPB
TRBBDPA12903CCCA06,277.75955,0.0,2,0.396,-5.903,1,0.358,269.084,159.886,4,0.0,Rock
TRBBDLG128F9308703,201.42975,0.241,5,0.744,-18.994,0,0.643,196.69,161.804,4,0.73,Latin
TRBBDAH128F92E625E,174.91546,0.243,7,0.572,-6.567,1,0.219,172.159,191.548,4,0.163,R&B
TRBBDIU128F1496C52,232.12363,0.253,2,0.46,-8.714,1,0.511,221.362,89.672,1,0.976,Folk
TRBBJFZ12903D114AF,115.17342,0.0,2,0.759,-17.876,1,0.718,109.453,105.101,5,0.971,Folk
TRBBJBO128F92EB2C5,215.43138,10.733,10,0.208,-9.171,1,0.444,201.195,187.401,4,0.025,Rock
TRBBJFO12903D074EE,153.57342,0.374,2,0.166,-14.122,1,0.36,150.262,108.301,4,1.0,Hip-Hop
TRBBJKY128F931FB24,128.93995,0.0,10,0.283,-9.936,1,0.451,128.94,136.749,1,0.0,Other
TRBBJFM128F427ADEC,249.96526,0.775,4,0.525,-6.872,0,0.581,245.191,120.253,3,1.0,PunkNotProfit
TRBBJPY128F92F31E0,316.73424,0.0,7,0.383,-27.336,1,0.072,290.395,165.476,4,0.108,Jazz
TRBBJVD128E07826F3,339.80036,0.102,8,0.565,-35.277,0,0.413,328.829,152.084,3,0.292,Electronica/Dance
TRBBJAJ128F425DA40,229.61587,0.316,7,0.034,-3.782,0,0.455,218.825,92.099,4,0.855,Rock
TRBBJVE128F9303F10,213.96853,0.438,11,0.614,-9.041,1,0.624,194.101,86.958,4,0.343,Rock
TRBBWIP128F4287400,243.17342,3.901,8,0.042,-11.996,1,0.242,230.876,160.089,4,0.484,Lo-Fi
TRBBWSE128F9313963,237.16526,0.0,7,0.444,-6.177,1,0.429,222.047,142.978,4,0.243,Gospel
TRBBWKF128F934E709,203.93751,0.0,2,0.751,-19.454,1,0.881,197.985,98.442,4,0.672,New
TRBBWNS128F426F760,346.51383,0.235,7,0.18,-5.802,1,0.298,328.771,88.344,5,0.307,Rock
TRBBWDJ128F42595D5,142.23628,0.0,9,0.756,-14.05,0,0.659,133.596,94.838,4,0.536,Rock
TRBBZFO128F932CD27,166.21669,2.252,5,0.345,-8.235,1,0.431,161.686,124.996,4,0.285,Soundtrack
TRBBZJW12903CF71A6,405.10649,0.0,10,0.822,-5.988,1,0.606,405.106,127.995,4,0.761,Electronic
TRBBZOG128F422B02B,119.40526,0.183,7,0.632,-10.775,1,0.71,110.196,101.306,3,0.69,Rock
TRBBZAE128F92FDC05,272.14322,0.978,9,0.783,-9.159,0,0.325,260.777,118.834,4,0.874,Dance
TRBBZQM128F931A529,194.40281,2.276,0,0.958,-8.351,1,0.761,183.948,164.359,4,0.136,Pop
TRBBIJM12903C9AB35,390.00771,0.0,6,0.001,-5.286,1,0.083,387.024,130.039,4,0.638,House
TRBBICL128F42ADFD3,120.65914,2.351,6,0.554,-9.628,1,0.526,109.47,105.902,4,0.878,Rock
TRBBILZ12903CB422C,153.23383,0.072,8,0.683,-6.754,1,0.528,136.353,131.639,1,0.0,Rock
TRBBIHP128F92E40CA,379.402,0.0,11,0.249,-7.224,0,0.445,374.474,131.986,4,0.0,Dance
TRBBIPG128F92FA94D,221.20444,0.259,1,0.736,-9.467,1,0.689,210.495,134.192,4,0.532,Grandes
TRBBIBE128F4226E29,201.24689,0.821,0,0.536,-8.146,0,0.441,191.048,111.223,5,0.951,Rock
TRBBISD12903CF8B3E,441.99138,0.0,1,1.0,-5.639,1,0.829,434.289,136.981,4,0.0,Trance
TRBBIYI128F92E13CC,147.64363,0.328,2,0.397,-8.441,0,0.161,142.501,101.241,4,0.819,Rock
TRBBVFB128F1461507,145.00526,0.449,11,0.707,-10.124,0,0.7,136.371,106.145,1,0.0,Rock
TRBBVYO128F146AEDC,261.32853,0.38,0,0.626,-13.435,1,0.564,256.139,88.947,4,0.566,Latin
TRBBVBM128F4276D82,274.70322,0.0,6,0.577,-15.838,1,0.471,266.315,116.239,4,0.408,Rock
TRBBVAH128F4270300,108.2771,0.264,0,0.647,-6.929,1,0.587,102.951,160.267,3,0.858,Hip-Hop
TRBBVNR128E078E1E4,196.362,0.0,7,0.521,-5.065,0,0.442,191.925,204.304,4,0.505,Hip-Hop
TRBBVSO128F9341C12,181.86404,0.328,11,0.405,-7.914,1,0.427,163.358,40.384,1,0.0,Country
TRBBVPM12903CDB094,223.52934,0.107,0,0.007,-4.518,1,0.296,220.967,129.986,4,0.741,Electronica/Dance
TRBBVYI128F4291603,142.65424,0.34,0,0.517,-5.235,1,0.473,139.471,106.002,4,0.396,Rock
TRBBVTH128F92F3B6F,169.09016,0.0,7,0.379,-3.215,1,0.576,167.079,141.961,4,0.0,Children's
TRBBVFT128F42ABB02,575.58159,0.0,1,0.827,-17.058,1,0.61,536.149,149.423,3,0.338,New
TRBBVXL128F427C3F2,276.21832,0.253,5,0.468,-7.101,1,0.391,262.037,97.431,4,0.0,Rock
TRBBHQJ128F92CC610,338.9122,0.0,4,0.828,-5.296,0,0.678,338.912,167.831,4,0.224,Hip-Hop
TRBBHQO128F9341FC8,153.57342,0.381,0,0.065,-5.79,1,0.379,149.92,140.823,4,0.159,Reggae
TRBBHLO128F9302EA4,263.83628,4.772,3,0.775,-6.315,1,0.765,250.915,138.504,4,0.73,Gospel
TRBBHFE12903CA5EEB,225.67138,0.13,0,0.958,-6.737,1,0.764,218.662,100.532,4,0.183,Rock
TRBBHUW128F429476F,148.29669,0.369,9,0.59,-8.315,0,0.446,141.798,87.844,4,0.474,Hip-Hop
TRBBHPQ128F145A7F8,216.86812,0.066,11,0.335,-8.698,0,0.437,205.659,134.929,4,0.219,Rock
TRBBHUR128F92FDBE2,172.09424,0.083,3,0.688,-13.559,1,0.65,163.039,121.923,1,0.0,Country
TRBBHHP128EF365DA0,166.3473,0.328,7,0.648,-6.832,1,0.483,154.564,93.301,4,0.0,Pop
TRBBHWG128F4249F32,370.75546,0.146,5,0.763,-8.036,1,0.604,365.035,219.131,7,1.0,Latin
TRBBYYL128F4236EBC,313.15546,0.479,11,0.533,-3.528,1,0.294,301.54,98.927,4,1.0,Hip-Hop
TRBBYDT128F14805B4,174.23628,0.0,11,0.237,-9.79,0,0.351,174.236,206.941,7,0.755,Rock
TRBBYFJ128F42A22D4,108.19873,0.121,0,0.424,-13.323,1,0.459,104.455,95.264,4,0.372,Christmas
TRBBYGX12903CEF0BC,280.2673,0.508,7,0.667,-8.034,1,0.476,271.099,195.995,7,0.387,Jazz
TRBBYOI128F4256732,133.25016,0.241,10,0.577,-13.77,0,0.503,124.024,207.238,4,0.0,Rock
TRBBAIC12903D11771,338.96444,0.125,11,0.704,-7.607,1,0.634,336.759,97.955,5,1.0,Hip-Hop
TRBBANU128F422B87B,288.49587,2.061,0,0.929,-11.471,1,0.673,288.496,57.639,3,0.622,R&B
TRBBANR128F4277C5B,406.85669,0.0,8,0.01,-8.539,1,0.295,385.416,146.826,4,0.691,Rock
TRBBAQJ128F92F1336,276.45342,0.0,0,0.662,-12.983,1,0.54,270.449,101.971,5,0.675,Rock
TRBBAAD128F42B0C9D,163.76118,2.99,8,0.047,-17.813,1,0.336,158.575,72.188,5,0.654,Books
TRBBARP128F9306CBE,210.07628,0.09,10,0.449,-4.33,0,0.229,207.285,185.498,4,0.31,Hip-Hop
TRBBASV128F427680E,331.88526,0.092,5,0.125,-4.769,0,0.24,325.904,124.006,4,0.966,Instrumental
TRBBADO12903CEE832,353.69751,0.258,1,0.287,-6.718,1,0.251,335.267,179.976,4,0.0,Lo-Fi
TRBBAHD128F428E0FE,387.16036,0.421,2,0.616,-11.705,0,0.615,356.2,95.425,4,0.768,Rock
TRBBAKH128F92FA339,222.9024,0.473,11,0.441,-4.317,0,0.597,222.902,174.468,4,0.792,Rock
TRBBAAZ12903CAEA6D,186.69669,0.217,9,0.144,-6.36,1,0.273,186.697,106.446,5,1.0,Juke
TRBBQPP128F92EE611,320.15628,1.071,4,0.33,-8.959,0,0.382,308.117,148.684,4,0.253,Reggae
TRBBQHG12903CB5AD2,146.28526,0.0,0,1.0,-12.439,1,0.947,134.896,102.117,3,1.0,Country
TRBBQMY128F9320AF7,138.55302,0.0,6,0.058,-13.816,1,0.3,135.326,130.231,4,0.0,Country
TRBBQFV128F4252EFF,236.19873,0.0,0,1.0,-15.967,1,0.963,215.342,241.818,4,0.359,Pop
TRBBQJZ128F92C5AF2,280.65914,0.334,7,0.345,-6.033,1,0.588,269.526,126.1,4,0.415,Rock
TRBBQGV12903CB5CD3,338.75546,5.875,5,0.167,-11.215,0,0.366,333.195,118.099,4,1.0,R&B
TRBBGMS128F424C656,207.41179,0.154,5,0.346,-10.052,0,0.392,196.354,153.974,4,0.684,Folk
TRBBGEG128F425CEDD,273.05751,0.0,0,1.0,-14.299,0,0.522,258.635,88.796,4,0.693,Jazz
TRBBGQN128F9310CBE,204.06812,2.496,4,0.234,-13.708,0,0.303,194.206,111.629,3,1.0,Rock
TRBBGOG128EF33EDCA,292.57098,0.09,4,0.201,-8.232,1,0.188,271.935,145.185,4,0.118,Rock
TRBBGUV128F92DFA21,328.48934,3.181,0,0.355,-6.841,0,0.455,292.931,111.997,4,0.733,Hip-Hop
TRBBGFR128F427B5BD,231.1571,4.534,7,0.765,-13.855,1,0.737,226.656,105.539,7,0.977,World
TRBBCOM128F92F1208,132.33587,0.0,5,0.696,-11.49,1,0.588,126.851,116.764,4,0.765,R&B
TRBBCBT12903CB0497,175.3073,0.0,6,0.348,-4.507,1,0.558,158.174,60.308,4,0.471,Hardcore
TRBBCUA128E078FA50,207.09832,3.193,11,0.559,-15.218,0,0.251,203.627,147.602,4,0.0,Rock
TRBBCZA128F146587F,124.83873,0.16,9,0.019,-14.479,1,0.504,114.672,79.091,7,0.911,Country
TRBBCVJ128F425BE2C,266.1873,0.293,1,0.717,-4.768,1,0.592,258.026,126.992,4,0.99,Rock
TRBBCPJ12903CC529A,171.49342,0.0,1,0.44,-5.788,1,0.398,168.101,128.013,4,0.525,Dance
TRBBCJH128F930C970,302.13179,0.247,10,0.51,-7.819,0,0.486,291.561,101.311,4,1.0,Jazz
TRBBKTZ128F1456D67,270.39302,0.151,2,0.0,-5.204,1,0.0,270.393,102.922,4,0.591,Hip-Hop
TRBBKXZ128F4215C88,273.13587,0.206,2,0.67,-7.387,1,0.662,258.485,109.965,4,1.0,Pop
TRBBKTG128E0785461,304.19546,0.17,2,0.511,-10.366,1,0.343,283.852,114.528,4,0.627,Gospel
TRBBKAJ128F92D6072,315.08853,3.57,3,0.282,-26.309,1,0.326,291.3,85.599,4,0.745,Classical:
TRBBKMZ128F93539F4,217.88689,0.0,2,0.0,-4.163,1,0.0,217.887,97.594,4,0.684,Hip-Hop
TRBBKLD128F424ABF5,270.73261,0.339,4,0.723,-8.6,1,0.641,261.416,189.288,4,0.0,Rock
TRBBULA128F146E122,147.43465,0.496,10,0.005,-3.124,1,0.18,142.994,93.033,4,0.632,Rock
TRBBUBC128F148CBAA,242.75546,5.515,11,0.411,-8.649,1,0.435,239.351,193.919,4,1.0,Hip-Hop
TRBBUCK128F42AFAD6,397.5571,0.34,6,0.042,-8.74,1,0.529,394.356,107.022,4,1.0,Hip-Hop
TRBBUPS12903CFC938,277.55057,0.0,11,0.015,-8.525,0,0.336,274.146,87.468,5,1.0,Dubstep
TRBBLTV12903CC3C00,277.21098,0.16,10,0.506,-10.416,0,0.503,272.631,111.682,3,0.88,Pop
TRBBLGX128F92D46B8,487.33995,0.392,0,0.654,-9.777,1,0.617,476.746,145.93,4,0.652,World
TRBBLUO12903CEDBD2,160.93995,0.16,1,0.0,-22.033,0,0.0,160.94,73.11,5,0.814,Hip-Hop
TRBBLAN128F93183E6,301.16526,0.891,11,0.456,-11.362,1,0.512,289.971,89.077,4,0.421,Pakistani
TRBBLTE128F42558EF,224.41751,0.0,2,0.144,-5.879,0,0.168,211.557,90.291,1,1.0,Rock
TRBBLYZ128F4269606,95.9473,0.179,10,0.143,-14.798,0,0.291,95.947,145.971,3,0.421,Soundtrack
TRBBLFA12903CDC496,168.72444,0.0,2,0.277,-13.601,1,0.414,160.583,74.894,4,0.763,Country
TRBBLUS128F4276631,183.19628,0.334,0,0.822,-11.765,1,0.896,175.229,163.567,1,0.192,Pop
TRBBSXW12903CEB61D,248.63302,2.049,5,0.4,-31.346,0,0.56,229.076,134.538,3,0.356,Meditative
TRBBSKC128F1496C4E,745.40363,0.0,7,0.687,-13.297,1,0.448,671.631,107.983,4,1.0,Folk
TRBBSGI128F9309855,214.33424,0.119,2,0.439,-4.469,1,0.524,208.538,160.109,4,0.47,Other
TRBBSZN128F930E4E7,239.90812,3.164,7,0.722,-13.805,1,0.633,230.801,137.002,4,0.075,Gospel
TRBBFUA128F933AB95,156.83873,0.0,7,0.027,-14.627,1,0.391,153.461,104.272,4,0.105,Infantil
TRBBFBZ128F42493ED,327.26159,5.509,10,0.6,-8.858,1,0.64,304.663,159.673,4,0.233,Rock
TRBBFRR128F426CD17,187.16689,3.094,1,0.0,-17.389,1,0.0,178.91,80.16,4,0.018,Rock
TRBBFOT12903CBCB4F,86.88281,0.0,7,0.442,-8.834,1,0.347,86.883,161.737,4,1.0,Reggae
TRBBFLM128F14AD269,91.21914,0.444,8,0.053,-26.631,0,0.397,78.541,131.487,4,0.016,Soundtrack
TRBBPSX128F93332EE,112.90077,0.16,9,0.19,-17.548,0,0.313,104.867,132.358,1,0.0,Latin
TRBBPGL128F933E34C,311.19628,0.113,10,0.613,-11.574,1,0.553,304.774,87.467,1,0.0,Hip-Hop
TRBBPPB128F14AB242,191.21587,0.0,6,0.372,-6.025,0,0.469,177.488,136.478,4,0.0,Other
TRBBMIF12903CA1EB0,159.60771,0.34,5,0.067,-9.079,1,0.569,159.608,124.714,4,0.355,Rock
TRBBMQN128EF35F995,181.52444,0.304,10,0.476,-5.622,0,0.521,176.135,145.999,4,0.593,Pop
TRBBMTZ128F4260C61,227.00363,0.0,5,0.0,-3.861,0,0.044,221.785,86.09,3,0.959,Rock
TRBBMLR128F1466822,206.57587,0.0,9,0.289,-15.794,0,0.312,206.576,186.23,4,0.857,Rock
TRBBMXI128F428CCD1,332.06812,0.374,8,0.769,-7.107,1,0.617,327.378,122.483,4,0.68,Rock
TRBBMTJ128F1477785,156.57751,3.291,1,0.794,-9.242,1,0.661,139.72,101.295,3,0.871,Pop
TRBBMAL128F146B288,405.41995,0.16,6,0.628,-4.811,0,0.622,398.292,130.402,4,0.222,Latin
TRBBMVE128F92DA833,436.53179,2.397,2,0.814,-20.523,1,0.789,421.825,112.706,3,1.0,New
TRBBMXP128F9325219,281.05098,3.175,0,0.687,-12.032,1,0.532,269.206,114.595,4,0.0,Pop
TRBBMDA12903CB688E,280.08444,0.0,2,0.211,-6.707,1,0.495,271.621,120.072,5,0.436,Electronic
TRBBMPH128F1469775,193.56689,0.443,0,0.551,-5.24,1,0.372,187.623,132.167,4,0.765,Rock
TRBBMHE128EF341D09,207.62077,0.287,4,0.252,-5.668,1,0.359,207.621,127.597,4,0.822,Pop/Rap
TRBBXTY128F427EA62,203.54567,0.421,11,0.149,-16.487,0,0.328,193.329,95.543,1,0.679,Soundtrack
TRBBXMC128F422C330,168.30649,0.444,11,0.576,-7.207,1,0.602,151.069,149.527,4,0.177,Rock
TRBBXEG128F424EC2C,200.9073,0.0,4,0.152,-13.613,1,0.214,200.907,127.463,4,0.64,Rock
TRBBXWQ128F93418EB,186.8273,0.381,1,1.0,-16.508,1,0.919,174.904,96.616,4,0.294,Christmas
TRBBXML128F4256DFF,264.6722,0.0,10,0.273,-3.779,0,0.301,264.672,147.91,1,0.0,Rock
TRBBXLI128F931BC58,216.58077,0.154,2,0.449,-7.91,1,0.575,208.138,121.687,4,0.654,Pop
TRBBXSE128F42798F6,301.19138,2.606,5,0.573,-7.488,0,0.6,288.729,95.929,4,1.0,Pop
TRBBXXC128F427044F,246.96118,0.067,9,0.088,-15.02,0,0.101,240.344,97.065,1,0.599,Books
TRBBXLS128F9323D9B,468.00934,0.0,9,0.393,-8.214,0,0.347,443.466,130.004,4,0.0,Trance
TRBBXWG128F148B444,226.37669,9.886,4,0.617,-12.175,0,0.578,222.726,169.898,4,0.0,Pop
TRBBXGU12903CCC870,199.83628,0.0,6,0.191,-11.949,1,0.365,187.751,96.002,4,0.731,Christmas
TRBBEEP128F147F1BF,173.08689,0.181,4,0.215,-3.39,1,0.359,165.036,90.645,1,0.868,Latin
TRBBEYU128F4235623,240.71791,0.235,8,0.901,-5.281,1,0.827,229.918,123.998,5,0.492,Hip-Hop
TRBBEGG128F9314BAA,198.42567,1.127,4,0.002,-7.958,0,0.063,187.35,175.954,7,0.0,Country
TRBBEJC128F4281471,227.082,0.473,0,0.602,-15.525,1,0.361,214.727,157.087,4,0.0,Jump
TRBBNPX12903CA5375,209.29261,0.0,0,0.657,-8.839,1,0.551,200.139,171.597,4,0.766,Reggae
TRBBNTP128F92D934C,193.90649,0.421,7,0.005,-9.984,1,0.23,181.255,88.58,4,0.0,Rock
TRBBNKD128F92F251E,250.48771,0.224,2,0.663,-8.214,0,0.463,234.051,82.98,1,0.0,Rock
TRBBNHZ128F423E599,478.45832,0.909,9,0.485,-13.27,0,0.437,470.407,87.982,4,1.0,Electronic
TRBDTGV128F934BD84,257.82812,0.208,7,0.93,-6.766,1,0.642,248.152,108.634,4,0.691,Proto
TRBDTWR128F149E9B7,190.74567,0.264,9,0.51,-12.7,0,0.515,174.829,98.987,1,0.0,Jazz
TRBDTZX128F92DFA66,223.89506,0.078,11,1.0,-6.103,1,0.815,220.595,127.969,4,0.23,Rock
TRBDTEG128F4265CC9,184.05832,2.438,5,0.161,-14.32,1,0.578,167.01,79.606,1,0.256,Country
TRBDTNY128F9327A10,253.02159,0.194,2,0.211,-8.885,1,0.396,243.281,131.564,4,0.172,Rock
TRBDRIT128F42929A1,215.27465,0.0,10,0.0,-8.089,0,0.0,209.955,95.192,4,1.0,Hip-Hop
TRBDRBO128F9313A38,272.95302,0.061,9,0.745,-5.521,1,0.483,268.899,162.016,4,0.748,Rock
TRBDRBR128F424D5B6,255.34649,0.0,9,0.706,-6.923,1,0.669,248.93,142.968,4,0.517,Pop
TRBDROB128F93093CA,300.14649,0.328,4,0.194,-15.309,0,0.48,281.182,89.095,4,0.49,Latin
TRBDRCK128F92F738B,293.38077,2.351,0,0.73,-6.342,0,0.692,289.936,149.234,4,0.473,Rock
TRBDREO128F427F114,206.18404,0.0,7,0.202,-11.429,1,0.348,201.967,174.395,4,0.0,Rock
TRBDRUE12903CD596D,243.25179,0.0,6,0.502,-7.8,0,0.294,235.566,142.212,4,0.68,Dubstep
TRBDRTN12903D021D9,228.91057,0.073,1,0.477,-7.048,1,0.52,224.386,86.104,1,0.0,Rock
TRBDRHL128F1474BBC,254.30159,3.715,2,0.731,-5.415,1,0.428,241.07,89.481,4,0.47,Rock
TRBDRSG128F92D2583,164.20526,0.09,0,0.49,-6.035,0,0.183,160.74,93.507,1,0.0,Rock
TRBDRCG12903CAEAEC,289.27955,0.157,7,0.042,-6.776,1,0.227,275.482,160.05,4,0.0,Juke
TRBDRIN128F9308ABF,267.31057,0.0,5,0.316,-11.947,1,0.49,258.659,128.48,1,0.452,Latin
TRBDBVP128F428EA51,301.26975,0.177,8,0.495,-3.842,0,0.544,293.814,89.607,4,1.0,Gospel
TRBDBIU128E0791595,31.37261,0.0,11,0.343,-12.352,0,0.485,31.373,60.276,1,0.0,Hip-Hop
TRBDBWW128F426D386,141.19138,0.585,4,0.318,-6.393,0,0.4,141.191,161.071,4,0.719,Rock
TRBDBDS128F4263E48,287.11138,0.365,9,0.706,-11.992,1,0.587,274.262,139.469,3,0.322,Rock
TRBDBDU128F424A04C,150.80444,0.628,7,0.009,-5.433,1,0.269,147.215,170.732,4,0.0,Regionalista
TRBDBJM128F1456D2D,215.24853,0.0,5,0.854,-5.316,1,0.496,205.264,171.693,4,0.928,Rock
TRBDBXO128F42B3E45,201.22077,0.247,1,0.031,-7.633,1,0.512,185.742,81.689,4,0.793,Pop
TRBDBGX128F92F3BC9,227.57832,0.0,0,0.58,-13.083,1,0.517,227.578,141.004,4,0.104,Rock
TRBDBRX128F92F6E19,177.21424,0.0,11,0.485,-7.278,0,0.476,165.709,163.921,4,0.373,Reggae
TRBDBVM128F427BCC9,276.71465,1.001,8,0.343,-6.694,0,0.439,264.185,116.815,4,0.982,Rock
TRBDOBL128F933B262,294.55628,0.171,6,0.479,-9.183,1,0.705,282.5,93.373,4,0.331,Jazz
TRBDOAR128F42618B7,274.25914,0.354,0,0.931,-8.04,1,0.655,269.973,167.677,4,0.577,World
TRBDOTZ128F422A961,397.26975,0.084,0,0.469,-11.018,1,0.45,384.029,140.026,4,0.416,Dance
TRBDOGI128F4252243,331.04934,4.638,10,0.035,-4.747,1,0.21,295.091,90.438,3,0.72,Rock
TRBDOVF128E0795641,245.34159,0.252,1,0.008,-7.663,1,0.23,234.905,91.099,4,1.0,Reggae
TRBDOPG128F425EA69,136.30649,0.0,0,0.536,-26.514,0,0.508,118.201,122.148,5,1.0,World
TRBDOFA128F427C09D,652.40771,0.258,2,0.508,-7.863,1,0.499,641.091,121.884,4,1.0,Other
TRBDOMM12903CA0A9B,212.13995,0.154,10,0.417,-11.799,0,0.327,198.943,109.474,4,0.794,R&B
TRBDOEI128F9329AE5,217.62567,0.183,8,0.038,-7.008,0,0.17,217.626,115.584,4,0.152,Pop
TRBDOOA12903D06D87,486.42567,0.0,7,0.342,-12.33,1,0.425,486.426,58.47,4,0.633,Comedy
TRBDOGK128F42372FD,384.70485,0.0,11,0.474,-10.498,1,0.543,374.538,118.241,4,0.31,Hip-Hop
TRBDDKF128F426BF7B,281.18159,0.072,8,0.408,-10.67,1,0.376,259.738,196.022,4,0.574,Rock
TRBDDMU128F9350474,333.19138,0.0,5,0.775,-6.996,1,0.594,316.534,196.429,4,0.66,Rock
TRBDDET12903CBD912,207.20281,0.2,11,0.354,-5.02,1,0.426,203.088,119.057,4,1.0,Rock
TRBDDQF12903CB309A,175.82975,7.628,7,0.802,-14.832,1,0.81,167.874,118.454,4,0.746,Soundtrack
TRBDDRB12903D133C5,399.04608,0.235,11,0.699,-12.712,0,0.461,391.262,123.401,5,0.619,Country
TRBDDTT128F4291192,278.96118,0.0,10,0.323,-5.682,0,0.351,274.75,175.781,4,0.0,Rock
TRBDJUT128F9352FB1,300.77342,0.0,2,0.714,-11.44,1,0.667,300.773,87.679,4,0.877,Rock
TRBDJUQ128F148C4A5,260.12689,6.711,2,0.869,-13.382,1,0.669,242.875,167.832,4,0.902,Pop
TRBDJTR128F42A6A28,354.16771,0.0,1,0.47,-10.069,0,0.481,354.168,130.103,4,0.931,Hip-Hop
TRBDJNO128F9308DA0,225.14893,0.0,7,0.798,-13.247,1,0.995,217.832,158.429,3,0.227,New
TRBDJNN12903D05054,57.18159,0.0,8,0.591,-2.541,0,0.419,57.182,138.207,1,0.0,Rock
TRBDJNF12903CE6967,232.6722,5.114,4,0.026,-6.413,1,0.275,227.724,121.983,4,1.0,Rock
TRBDJWO128F427218D,250.06975,0.121,0,0.58,-7.818,0,0.467,233.784,128.444,1,0.0,Latin
TRBDWXK128F930E6DD,217.83465,0.171,6,0.887,-5.267,1,0.751,215.632,108.941,4,1.0,Rock
TRBDWDQ128F1455787,232.07138,0.194,10,0.504,-6.348,0,0.562,223.736,143.699,4,1.0,Rock
TRBDWCU128F4223233,297.79546,0.229,9,0.524,-5.579,1,0.448,291.765,54.192,1,0.0,Latin
TRBDWRY128F427991E,551.91465,0.328,6,0.439,-17.293,0,0.465,542.064,113.447,1,0.0,Rock
TRBDWMK12903CED145,132.07465,0.212,9,0.481,-7.115,0,0.521,129.289,222.916,1,0.0,Jazz
TRBDWBW128F932C973,147.69587,0.154,2,0.791,-9.877,1,0.545,138.873,134.021,4,0.382,Rock
TRBDWLE128F42B3112,209.13587,0.513,11,0.337,-8.852,0,0.429,201.096,123.438,7,0.051,Pop
TRBDWND128F9310537,240.45669,0.171,1,0.266,-6.513,1,0.121,236.437,120.406,3,0.894,World
TRBDWEU128F42660FF,120.94649,0.073,10,0.918,-14.77,1,0.792,111.258,137.465,1,0.0,Soundtrack
