track_id,duration,end_of_fade_in,loudness,start_of_fade_out,tempo,genre
TRBCEAB12903CA10FC,155.53261,0.0,-15.971,149.072,107.718,0
TRAMLPB128F933F690,204.22485,0.142,-5.231,196.162,150.085,0
TRBDHUE128F9317991,148.06159,0.264,-19.002,141.485,95.389,0
TRBCMNO128F92D58E5,170.84036,0.2,-9.909,160.978,138.471,0
TRAMWSA128F9359719,192.80934,0.491,-10.697,189.98,38.443,0
TRABZRB128F423EFA9,44.64281,0.0,-16.504,44.643,146.894,0
TRAKNDG128F428A228,146.33751,0.38,-13.232,140.69,141.553,0
TRAJDTK128F429FFDF,121.73016,0.165,-12.744,116.878,151.73,0
TRANHYE128F92DE232,245.36771,2.101,-4.536,234.185,160.786,0
TRABSPB12903D1337A,251.37587,2.914,-10.85,241.493,126.533,0
TRANYNG128F92E9D4D,120.42404,0.253,-17.777,110.707,153.898,0
TRBDYEJ128F9320633,117.75955,0.0,-15.812,114.312,107.675,0
TRAXBLT128F42A2099,107.93751,0.171,-9.394,101.117,157.699,0
TRAQJFK128F428508A,125.33506,0.42,-10.609,116.5,100.06,0
TRAZDQQ128F93590E2,131.83955,0.347,-10.112,125.376,99.334,0
TRAXWND128F428FBEB,175.49016,0.0,-11.48,168.037,95.871,0
TRAUUEG128F428F323,160.26077,0.427,-12.009,151.65,88.301,0
TRAVGZS128F9338603,119.90159,0.351,-14.09,112.878,111.12,0
TRAUREN128F931F5AB,159.79057,0.363,-23.907,156.044,141.772,0
TRBCQIK128F9342FD8,257.01832,0.232,-8.226,244.907,124.942,0
TRBDDRB12903D133C5,399.04608,0.235,-12.712,391.262,123.401,0
TRAMDCX128F4294590,180.61016,0.648,-14.72,172.031,105.445,0
TRAOXWF128E0790985,157.12608,0.306,-14.626,148.399,89.71,0
TRAXYQF128F42171A7,140.64281,0.194,-3.894,133.486,125.674,0
TRAHDSO128F426B033,181.96853,0.218,-18.891,174.55,80.016,0
TRAFVDV128F42936BA,242.70322,0.334,-13.558,235.381,69.704,0
TRBBVSO128F9341C12,181.86404,0.328,-7.914,163.358,40.384,0
TRAHVBF12903CB81F3,188.49914,0.351,-7.659,185.313,170.079,0
TRATWTC128F4291AB3,152.0322,0.258,-18.299,145.56,105.169,0
TRAPBPP128F92F07BF,143.35955,0.0,-10.067,140.701,122.798,0
TRAEWYQ128F9306C38,138.84036,3.466,-17.772,133.869,103.053,0
TRAACTB12903CAAF15,133.32853,0.0,-9.983,130.009,160.839,0
TRBBTZW12903CE7495,207.80363,0.084,-7.132,186.805,141.705,0
TRAHVRW128F92F15FE,251.27138,0.257,-10.415,231.741,113.86,0
TRAYYAU128F92D58D0,171.10159,0.206,-8.81,160.363,130.985,0
TRAVKGJ12903CB81E3,170.94485,0.171,-11.732,162.557,143.431,0
TRAZJZP128F427FFAC,43.85914,0.0,-12.29,43.859,112.629,0
TRAOUOI128F4290E44,175.01995,0.165,-11.727,167.706,158.763,0
TRASPZN128F92D278C,152.34567,0.0,-14.761,144.544,136.129,0
TRADCBA128F92E7161,140.7473,0.156,-19.602,134.206,64.141,0
TRAGGHA128F4262D55,204.85179,0.0,-11.14,204.852,133.428,0
TRAAQUF12903CDF4A4,150.64771,0.0,-9.258,144.62,121.983,0
TRAISVG128F42706A4,129.12281,0.363,-13.404,119.74,98.015,0
TRAFAKH128F9339643,274.46812,0.062,-10.164,253.626,116.829,0
TRADSIB128F93177AB,164.07465,0.168,-21.511,164.075,92.326,0
TRABNNO128F9342FE3,205.42649,0.328,-10.225,193.921,101.662,0
TRAGAVF128F424829B,151.37914,0.0,-12.581,148.225,112.88,0
TRAUQFT128F4270904,201.27302,2.403,-16.822,195.843,104.068,0
TRAOOSW12903CBF122,139.78077,0.415,-11.901,133.689,129.391,0
TRBGKJU128E079851F,282.33098,0.299,-9.851,265.822,111.532,0
TRAVLXZ128F42A22E4,155.402,0.177,-22.377,150.117,87.038,0
TRATPRE128F931B12E,136.04526,0.218,-11.651,136.045,124.648,0
TRAYLQL128F92F0A86,134.21669,0.0,-12.789,130.31,131.395,0
TRABDDP128F92FA843,221.30893,0.0,-12.0,215.412,157.746,0
TRAKCFG128F149D9B7,182.33424,0.38,-9.068,167.457,168.849,0
TRAENGY128F4272846,212.89751,0.305,-6.986,200.133,147.928,0
TRAEGDO128F42705BF,179.93098,3.094,-16.334,173.105,100.018,0
TRACOSY128F92F12B7,189.57016,0.0,-11.156,178.927,67.904,0
TRBEIYU128F92E88A9,123.402,0.104,-15.419,114.637,226.146,0
TRAQTYT12903D134AC,175.20281,0.154,-12.551,162.36,119.053,0
TRAZAEV128F92E9DDA,125.17832,0.073,-12.469,113.476,138.657,0
TRBFRPH128F42593D2,210.75546,0.143,-18.261,188.999,157.968,0
TRBHECY128F930A474,284.00281,0.0,-13.452,267.993,71.952,0
TRALGCL12903CE74A7,228.75383,0.528,-11.366,218.639,99.141,0
TRATESL128F92F12DF,125.1522,0.0,-12.818,118.457,126.714,0
TRAVAXS128F932CB2A,285.88363,0.189,-6.604,278.901,130.023,1
TRAUPNY12903C9DE65,399.93424,0.247,-9.752,395.337,161.272,1
TRAHCDJ128F9310F1C,359.36608,0.078,-6.637,359.366,122.934,1
TRANLRX128F4259030,277.81179,0.311,-8.704,271.813,93.001,1
TRAFPFW128F423B0A6,385.2273,0.0,-6.965,353.228,94.005,1
TRAUGNY12903CFEFB5,160.31302,0.0,-11.242,155.905,120.091,1
TRAEBPU12903CE743E,132.67546,0.0,-19.814,128.151,105.218,1
TRATKNE128F9354E8D,368.74404,0.0,-9.915,364.507,124.985,1
TRASBSO128F1465A78,1071.882,0.078,-6.1,1043.458,90.264,1
TRBFHYL12903CB0652,489.58649,0.0,-14.66,456.22,97.014,1
TRAHBGV128F92F0790,440.52853,0.241,-10.744,398.385,135.053,1
TRAWTPM128F932C531,140.79955,0.305,-5.211,133.59,144.474,1
TRATVFX128F92F8B79,521.9522,0.183,-5.666,501.272,95.321,1
TRBIAVI128F424A89C,228.15302,0.328,-5.705,221.24,130.923,1
TRAUTNT128F933CB62,164.0224,0.197,-12.836,159.527,80.012,1
TRAOBUI128E078E073,531.61751,0.0,-9.827,531.617,166.015,1
TRAQVTO128F14696A6,329.53424,0.0,-5.019,311.025,111.201,1
TRAIUTE128F92F96F3,261.58975,2.026,-3.542,250.311,175.948,1
TRBHRGW128F92FFEFF,221.09995,0.177,-7.114,215.545,149.984,1
TRAACIW12903CC0F6D,338.31138,0.0,-6.486,338.311,125.006,1
TRABSEN128F424AA36,243.25179,0.363,-6.883,237.0,135.072,1
TRBELVP128F93263B8,556.69506,3.158,-10.252,548.484,130.011,1
TRBHWRM12903CD3111,432.14322,0.27,-8.14,408.468,128.004,1
TRAXQDR128F4260194,159.65995,4.365,-13.092,142.698,87.461,1
TRBFQII128F930D519,119.64036,0.0,-12.12,108.147,140.638,1
TRAZWEI128F92FD924,429.29587,0.078,-22.786,422.65,91.397,1
TRBHCXP128F146D63B,281.0771,2.705,-11.403,275.54,132.946,1
TRAIYIW12903CCF8CB,188.26404,0.0,-3.586,185.214,145.008,1
TRAPCNK128F427D7B5,219.24526,0.984,-11.451,208.672,96.047,1
TRAYJLA128F4267A6A,145.50159,1.036,-12.919,145.502,149.978,1
TRAVTUD128F93094F2,163.91791,0.189,-6.028,153.884,119.2,1
TRBANDP12903CE9EAC,398.602,0.147,-10.19,391.024,120.004,1
TRAAUDN128F933F20D,94.06649,0.0,-9.506,94.066,109.636,1
TRAJQXD128F428767D,811.2322,2.026,-17.88,795.266,71.416,1
TRBHAGD128F423C388,387.26485,0.218,-8.304,382.398,84.015,1
TRARURM128F931A91B,229.66812,0.276,-19.293,224.949,79.96,1
TRAXMNY12903CB5207,205.89669,0.0,-4.493,200.94,105.991,1
TRAROPZ128F42A8AB2,344.68526,11.418,-8.627,333.752,190.038,1
TRBAPPF128F4243DA5,287.39873,0.165,-10.025,283.429,133.057,1
TRBCJIX128F424F99E,272.95302,0.154,-9.846,266.449,124.023,1
TRAMHKC128F933DE7D,278.12526,0.647,-13.017,273.456,96.064,1
TRBDNNW12903CAFCE1,27.16689,0.0,-25.822,27.167,131.525,1
TRANLLL128F42268D9,1394.75546,11.267,-20.282,1375.184,81.983,1
TRBFWWA128F425BD1E,568.99873,4.685,-18.786,539.312,100.648,1
TRAOQRI128F424399C,418.79465,0.287,-15.199,408.358,101.905,1
TRARBDK128F92C7F0B,191.99955,0.0,-8.862,177.876,145.064,1
TRBAFRG12903CB0FF5,395.85914,0.2,-5.346,386.438,122.956,1
TRAGDAF128F92F928C,229.53751,0.0,-11.957,219.777,163.725,1
TRAYBIE128F92ED977,366.23628,0.0,-12.988,355.741,118.519,1
TRAIQAH128F93402D2,234.73587,8.696,-2.019,228.618,137.936,1
TRBIHQM128F92F83BA,328.6722,0.0,-7.437,308.407,99.998,1
TRALZBV128F4250E60,368.79628,0.463,-11.194,358.185,105.02,1
TRAFLYL128F932DB93,1598.1971,1.03,-7.638,1588.216,74.384,1
TRAAIXN128F428027A,311.40526,0.0,-4.313,300.118,108.367,1
TRBHTUI12903CB00F3,207.882,0.0,-7.309,207.882,110.889,1
TRBCLFF128F92F09CB,89.62567,3.698,-17.51,89.626,150.655,1
TRAAMKL128F9347D8A,44.35546,0.0,-18.147,44.355,136.164,1
TRAASSO12903CDD2FF,303.04608,0.102,-10.57,292.664,210.47,1
TRBGCAK128F425F3CC,225.09669,0.0,-6.504,225.097,94.234,1
TRAZDEN128F4276BA9,504.47628,0.0,-15.046,504.476,123.992,1
TRAYSPP12903CEB12F,379.66322,7.732,-20.269,357.506,106.683,1
TRAXBYL128F92DA505,177.13587,0.0,-4.6,169.657,93.749,1
TRAJCZE128E0785987,268.06812,0.583,-5.051,255.106,129.97,1
TRAFKII128F1487F99,338.02404,0.276,-9.992,325.242,77.352,1
TRAFSIP128F9301AE9,142.52363,0.143,-10.596,133.12,229.808,1
TRBGVWB12903CE31A6,256.73098,0.0,-7.479,245.412,120.103,1
TRAYYCA128F422B2A1,233.27302,0.0,-4.309,109.929,0.0,1
TRBCOMF12903CE7B2A,117.28934,0.0,-4.952,106.04,140.247,1
TRAAELO128F9302DD1,122.64444,0.99,-8.541,109.627,102.538,1
TRAFKHA12903CF0E89,437.9424,0.0,-6.042,433.656,123.994,1
TRAGUMD128F9313BC2,396.87791,7.883,-7.83,388.389,127.902,1
TRAUAHG128F931C55F,280.31955,0.433,-9.198,267.86,109.96,1
TRAJEUV12903D15D6D,420.15302,0.996,-9.801,411.109,125.008,1
TRABAXL128F424FC50,424.12363,0.0,-10.683,403.331,130.006,1
TRBDSPX12903CFA94C,365.60934,2.02,-16.691,343.33,119.901,1
TRAWALQ128F427E65A,254.98077,2.757,-5.533,249.789,99.694,1
TRAVMPT128F4246BE4,214.49098,0.148,-9.114,210.872,200.016,1
TRATFYD12903CAE45A,495.90812,0.0,-9.706,495.908,133.529,1
TRAHMME128F9324425,480.96608,0.0,-6.743,471.946,137.924,1
TRADREG128E07983B8,508.02893,2.572,-6.992,501.365,126.984,1
TRARDRX128F9325812,265.32526,0.42,-6.145,260.807,132.974,1
TRBFMKO128F426EB91,242.18077,0.287,-7.665,235.752,83.341,1
TRAUDFG128F423AC77,62.92853,0.27,-23.563,54.161,160.546,1
TRAGEHE128F423E5A1,933.642,0.0,-10.328,930.807,95.315,1
TRAKWFH128F4236026,279.43138,9.056,-11.554,267.738,129.903,1
TRACSBL128F42480E8,271.85587,0.078,-4.002,267.685,120.119,1
TRBEHDI128F930D7C2,322.19383,0.389,-5.815,316.923,84.639,1
TRANIZO128F9335764,210.20689,0.0,-5.2,203.976,85.332,1
TRAWCQH12903CA9CB0,347.8722,0.159,-5.388,342.413,65.658,1
TRAUGHD128F42A8B9B,405.41995,6.153,-7.495,356.084,92.699,1
TRAETFX128F933CE66,215.84934,0.0,-8.178,215.849,115.862,1
TRAVMWQ128F934B098,335.5424,0.0,-9.277,324.899,184.004,1
TRBABTX128F92F9343,366.39302,2.026,-18.014,358.928,130.956,1
TRAKVJB128F4279598,348.55138,0.0,-7.881,348.551,138.046,1
TRAZCYR12903C98F1D,264.77669,2.566,-12.796,241.36,120.162,1
TRAAGEC128E079252C,426.89261,0.286,-12.951,399.9,63.017,1
TRABUJF128F933ABF7,345.75628,2.096,-7.743,326.531,100.032,1
TRBEGQC12903CAB228,393.84771,0.247,-9.857,379.635,124.043,1
TRAUHVP128F933657C,433.94567,7.866,-7.77,423.027,89.385,1
TRBAIWG12903CCF884,231.13098,0.0,-3.173,228.119,86.664,1
TRBHPLS12903CB0FE6,276.13995,0.0,-1.814,272.533,130.052,1
TRAJIDY128F931C89D,100.20526,0.0,-6.885,100.205,134.104,1
TRAFRYJ128F92E638B,441.96526,0.102,-6.962,439.478,133.903,1
TRAHKCD128F42969ED,406.17751,3.657,-11.128,406.178,86.675,1
TRAYTNG128F92F9F64,33.20118,0.142,-8.837,33.201,88.678,1
TRAFJJJ128E078E0B8,283.24526,2.601,-9.805,275.934,126.007,1
TRBBNHZ128F423E599,478.45832,0.909,-13.27,470.407,87.982,1
TRATQII12903CC785F,193.72363,5.973,-6.149,188.929,180.012,1
TRAZSZD128F424AA49,235.07546,0.31,-10.589,235.075,140.007,1
TRAEUMH128F42592BF,262.79138,3.767,-9.199,252.302,100.01,1
TRAIGRF128F9332355,323.00363,0.0,-5.533,308.373,91.997,1
TRAQMLV128F92F33CB,296.30649,0.154,-12.712,287.01,166.891,1
TRATZPD12903CC99FB,243.56526,0.0,-5.683,243.565,102.429,1
TRASVHR12903CD01C9,214.09914,0.154,-15.299,201.433,126.011,1
TRBGBDH12903CE9EA8,283.32363,3.355,-12.195,273.908,118.926,1
TRABMBK12903CB8E0A,59.89832,0.0,-27.806,59.898,75.127,1
TRBAXCB128F931C8AF,235.20608,0.0,-7.012,227.915,142.001,1
TRAZHMT12903C9D27E,360.98567,8.684,-9.795,360.986,131.98,1
TRABUIN128F93022FF,327.88853,0.0,-5.703,316.772,127.0,1
TRADQJL128F92D9957,351.32036,2.914,-7.168,344.752,128.976,1
TRAGQLG128F9351109,296.33261,0.334,-8.209,287.277,118.203,1
TRAEKCV128E0781A5B,309.57669,3.065,-8.907,296.118,130.017,1
TRAWJDS128F4262D92,116.45342,0.0,-12.692,106.69,110.182,1
TRBHRKE12903CFC929,375.48363,0.0,-3.506,361.558,137.976,1
TRADLZB128F933BB9B,406.38649,2.705,-1.723,406.386,103.807,1
TRAADQX128F422B4CF,175.72526,0.734,-10.93,168.699,141.919,1
TRBEVTM128F92FE2B2,357.642,0.194,-10.851,350.79,114.313,1
TRAWQYC128F931A8BE,252.86485,0.0,-11.166,244.187,113.968,1
TRAEOMT128F92FE852,71.99302,0.0,-28.475,61.597,97.845,1
TRAREOY128F93199EF,371.87873,0.0,-13.08,342.57,87.003,1
TRAFRBN128F93095F4,241.68444,0.154,-8.948,222.662,140.025,1
TRAILFA128EF349FE5,256.83546,3.181,-6.787,254.258,86.624,1
TRBCRDS128F426018C,401.65832,0.266,-14.129,381.185,124.754,1
TRBBZJW12903CF71A6,405.10649,0.0,-5.988,405.106,127.995,1
TRAKEVX128F4246BF3,268.90404,0.14,-9.655,262.589,90.017,1
TRARYHD128F9344512,265.53424,0.0,-7.811,241.586,127.984,1
TRAGFJM128F427E764,170.05669,0.0,-9.502,170.057,72.073,1
TRAJNWY128E078907F,312.08444,0.612,-8.775,304.007,119.562,1
TRBCGNI128F426C330,289.04444,0.0,-2.846,280.874,128.006,1
TRAUYLT128F427538E,233.22077,0.136,-4.741,212.759,154.998,1
TRAANTZ128E0792529,168.56771,0.0,-16.968,159.637,130.284,1
TRAFRJH128E0781C5B,159.11138,0.287,-20.142,141.816,98.823,1
TRBIBTU128F92FDC9D,369.57995,0.0,-6.555,356.926,110.0,1
TRAHFCR128F422A375,277.39383,3.408,-10.87,271.134,179.987,1
TRACBWX128F92FD725,260.54485,0.073,-5.202,252.204,129.984,1
TRASNRV128F931AE2E,242.96444,3.733,-10.149,231.474,85.599,1
TRAPSLP12903CC80EC,460.79955,0.0,-7.569,460.8,125.015,1
TRANWOF12903CB3E19,228.85832,5.492,-6.642,216.99,130.006,1
TRAEXXT128F427AF12,354.06322,0.067,-11.96,336.202,105.982,1
TRAMVOM128F42ACB16,275.12118,0.0,-7.852,275.121,130.002,1
TRANOEV128F427957F,304.45669,0.0,-6.934,300.994,134.113,1
TRAHUGQ128F92FF08F,472.52853,0.18,-13.207,429.941,100.013,1
TRAFTDN128F427C29D,381.17832,0.0,-6.36,377.295,134.5,1
TRAMSSK128F92FDC80,305.55383,0.0,-6.628,293.03,116.795,1
TRAGQMQ12903CC4279,275.3824,0.0,-11.428,268.411,133.64,1
TRAUTTP128F425BDEB,312.86812,3.361,-6.361,308.785,96.732,1
TRARWSY128F92FE87E,226.11546,0.0,-7.551,226.115,102.093,1
TRAEVLC128F9306C77,102.94812,0.316,-7.42,97.263,161.196,1
TRACOUL128F425BDE0,252.52526,0.0,-5.434,249.661,215.916,1
