track_id,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence
TRBBADQ128F933698F,481.54077,0.0,6,0.429,-12.838,0,0.555,475.481,132.174,3,0.538
TRBBAAD128F42B0C9D,163.76118,2.99,8,0.047,-17.813,1,0.336,158.575,72.188,5,0.654
TRBBARP128F9306CBE,210.07628,0.09,10,0.449,-4.33,0,0.229,207.285,185.498,4,0.31
TRBBASV128F427680E,331.88526,0.092,5,0.125,-4.769,0,0.24,325.904,124.006,4,0.966
TRBBADO12903CEE832,353.69751,0.258,1,0.287,-6.718,1,0.251,335.267,179.976,4,0.0
TRBBAHD128F428E0FE,387.16036,0.421,2,0.616,-11.705,0,0.615,356.2,95.425,4,0.768
TRBBAKH128F92FA339,222.9024,0.473,11,0.441,-4.317,0,0.597,222.902,174.468,4,0.792
TRBBAKQ128F92F0A8E,123.74159,0.0,5,0.661,-16.176,1,0.608,120.053,114.346,4,0.565
TRBBAAZ12903CAEA6D,186.69669,0.217,9,0.144,-6.36,1,0.273,186.697,106.446,5,1.0
TRBBACZ128F9339B90,168.6722,0.073,0,0.963,-4.433,1,0.597,158.917,160.039,4,0.0
TRBBQPP128F92EE611,320.15628,1.071,4,0.33,-8.959,0,0.382,308.117,148.684,4,0.253
TRBBQHG12903CB5AD2,146.28526,0.0,0,1.0,-12.439,1,0.947,134.896,102.117,3,1.0
TRBBQMY128F9320AF7,138.55302,0.0,6,0.058,-13.816,1,0.3,135.326,130.231,4,0.0
TRBBQFV128F4252EFF,236.19873,0.0,0,1.0,-15.967,1,0.963,215.342,241.818,4,0.359
TRBBQJZ128F92C5AF2,280.65914,0.334,7,0.345,-6.033,1,0.588,269.526,126.1,4,0.415
TRBBQAV128F92E2000,176.97914,0.113,5,0.513,-4.771,1,0.476,168.35,130.023,4,0.334
TRBBQGV12903CB5CD3,338.75546,5.875,5,0.167,-11.215,0,0.366,333.195,118.099,4,1.0
TRBBQVL128F93421CA,295.02649,0.0,9,0.097,-8.16,1,0.0,290.58,124.969,7,0.941
TRBBQYU128F4269447,102.68689,0.0,2,0.688,-14.447,0,0.691,99.573,111.643,4,0.4
TRBBGMS128F424C656,207.41179,0.154,5,0.346,-10.052,0,0.392,196.354,153.974,4,0.684
TRBBGMX128F932B156,306.05016,2.508,11,0.01,-10.003,0,0.294,296.931,124.995,4,1.0
TRBBGEG128F425CEDD,273.05751,0.0,0,1.0,-14.299,0,0.522,258.635,88.796,4,0.693
TRBBGQN128F9310CBE,204.06812,2.496,4,0.234,-13.708,0,0.303,194.206,111.629,3,1.0
TRBBGOG128EF33EDCA,292.57098,0.09,4,0.201,-8.232,1,0.188,271.935,145.185,4,0.118
TRBBGDK128F427D450,244.4273,0.0,4,0.76,-10.218,1,0.851,233.128,86.805,1,0.307
TRBBGUV128F92DFA21,328.48934,3.181,0,0.355,-6.841,0,0.455,292.931,111.997,4,0.733
TRBBGMD128F4229F92,336.09098,0.0,3,0.406,-26.688,1,0.508,296.89,85.816,1,1.0
TRBBGFR128F427B5BD,231.1571,4.534,7,0.765,-13.855,1,0.737,226.656,105.539,7,0.977
TRBBCOM128F92F1208,132.33587,0.0,5,0.696,-11.49,1,0.588,126.851,116.764,4,0.765
TRBBCBT12903CB0497,175.3073,0.0,6,0.348,-4.507,1,0.558,158.174,60.308,4,0.471
TRBBCUA128E078FA50,207.09832,3.193,11,0.559,-15.218,0,0.251,203.627,147.602,4,0.0
TRBBCZA128F146587F,124.83873,0.16,9,0.019,-14.479,1,0.504,114.672,79.091,7,0.911
TRBBCCM128F932D71A,210.9122,0.078,9,0.422,-4.824,0,0.481,205.526,86.005,4,0.804
TRBBCXH128E0790ACB,170.65751,0.269,7,0.581,-12.995,1,0.451,162.209,148.341,1,0.0
TRBBCVJ128F425BE2C,266.1873,0.293,1,0.717,-4.768,1,0.592,258.026,126.992,4,0.99
TRBBCFY128F9301C63,288.26077,0.154,10,0.625,-10.961,1,0.545,265.184,106.515,4,0.848
TRBBCPJ12903CC529A,171.49342,0.0,1,0.44,-5.788,1,0.398,168.101,128.013,4,0.525
TRBBCJH128F930C970,302.13179,0.247,10,0.51,-7.819,0,0.486,291.561,101.311,4,1.0
TRBBKUZ128F92C9D49,230.24281,0.0,2,0.081,-12.166,0,0.561,213.148,234.361,4,0.996
TRBBKTZ128F1456D67,270.39302,0.151,2,0.0,-5.204,1,0.0,270.393,102.922,4,0.591
TRBBKXZ128F4215C88,273.13587,0.206,2,0.67,-7.387,1,0.662,258.485,109.965,4,1.0
TRBBKTG128E0785461,304.19546,0.17,2,0.511,-10.366,1,0.343,283.852,114.528,4,0.627
TRBBKAJ128F92D6072,315.08853,3.57,3,0.282,-26.309,1,0.326,291.3,85.599,4,0.745
TRBBKIH128F9343FD4,370.85995,0.0,5,0.317,-8.816,1,0.402,370.86,60.15,1,0.0
TRBBKAI128F4251AEF,228.8322,0.27,1,0.743,-8.999,1,0.629,225.686,196.196,1,0.0
TRBBKMZ128F93539F4,217.88689,0.0,2,0.0,-4.163,1,0.0,217.887,97.594,4,0.684
TRBBKLD128F424ABF5,270.73261,0.339,4,0.723,-8.6,1,0.641,261.416,189.288,4,0.0
TRBBUOJ128F92FC6F2,188.08118,0.067,5,0.073,-4.905,0,0.432,188.081,139.115,4,0.0
TRBBULA128F146E122,147.43465,0.496,10,0.005,-3.124,1,0.18,142.994,93.033,4,0.632
TRBBUHZ128F428F001,277.99465,0.438,10,0.334,-3.629,0,0.333,268.22,127.999,4,0.0
TRBBUBC128F148CBAA,242.75546,5.515,11,0.411,-8.649,1,0.435,239.351,193.919,4,1.0
TRBBUCK128F42AFAD6,397.5571,0.34,6,0.042,-8.74,1,0.529,394.356,107.022,4,1.0
TRBBUPS12903CFC938,277.55057,0.0,11,0.015,-8.525,0,0.336,274.146,87.468,5,1.0
TRBBLBI128F92EEF0F,283.79383,0.0,7,0.509,-5.08,1,0.56,273.874,145.021,4,0.0
TRBBLNE128F4256D3F,1203.53914,0.247,4,0.716,-22.016,1,0.799,1174.587,113.487,4,0.416
TRBBLXX128F92C3D8C,172.90404,0.23,2,0.344,-13.963,1,0.488,172.904,109.721,4,0.707
TRBBLNS12903CE5265,87.32689,0.322,7,0.595,-21.523,1,0.358,87.327,36.624,1,0.0
TRBBLTV12903CC3C00,277.21098,0.16,10,0.506,-10.416,0,0.503,272.631,111.682,3,0.88
TRBBLGX128F92D46B8,487.33995,0.392,0,0.654,-9.777,1,0.617,476.746,145.93,4,0.652
TRBBLOQ128F930C9DE,303.75138,0.177,7,0.791,-10.273,1,0.764,299.445,99.237,3,0.849
TRBBLUO12903CEDBD2,160.93995,0.16,1,0.0,-22.033,0,0.0,160.94,73.11,5,0.814
TRBBLAN128F93183E6,301.16526,0.891,11,0.456,-11.362,1,0.512,289.971,89.077,4,0.421
TRBBLCU128F423C5DA,304.14322,0.0,5,0.545,-6.373,1,0.548,304.143,133.193,5,0.806
TRBBLTE128F42558EF,224.41751,0.0,2,0.144,-5.879,0,0.168,211.557,90.291,1,1.0
TRBBLDK128F93443C0,154.5922,2.392,1,0.878,-26.765,1,0.61,145.461,16.258,1,0.0
TRBBLYZ128F4269606,95.9473,0.179,10,0.143,-14.798,0,0.291,95.947,145.971,3,0.421
TRBBLFA12903CDC496,168.72444,0.0,2,0.277,-13.601,1,0.414,160.583,74.894,4,0.763
TRBBLUS128F4276631,183.19628,0.334,0,0.822,-11.765,1,0.896,175.229,163.567,1,0.192
TRBBSSU128F4265E16,224.07791,0.194,0,0.586,-5.554,0,0.548,221.298,109.08,4,0.855
TRBBSXW12903CEB61D,248.63302,2.049,5,0.4,-31.346,0,0.56,229.076,134.538,3,0.356
TRBBSKC128F1496C4E,745.40363,0.0,7,0.687,-13.297,1,0.448,671.631,107.983,4,1.0
TRBBSGI128F9309855,214.33424,0.119,2,0.439,-4.469,1,0.524,208.538,160.109,4,0.47
TRBBSFL128F931798C,151.09179,0.177,9,0.624,-15.854,1,0.58,145.99,81.832,3,0.898
TRBBSBF128F14687A4,414.24934,0.288,6,0.005,-8.164,1,0.0,401.026,106.821,5,1.0
TRBBSZN128F930E4E7,239.90812,3.164,7,0.722,-13.805,1,0.633,230.801,137.002,4,0.075
TRBBFUA128F933AB95,156.83873,0.0,7,0.027,-14.627,1,0.391,153.461,104.272,4,0.105
TRBBFBZ128F42493ED,327.26159,5.509,10,0.6,-8.858,1,0.64,304.663,159.673,4,0.233
TRBBFRR128F426CD17,187.16689,3.094,1,0.0,-17.389,1,0.0,178.91,80.16,4,0.018
TRBBFOT12903CBCB4F,86.88281,0.0,7,0.442,-8.834,1,0.347,86.883,161.737,4,1.0
TRBBFFE128F9347D66,131.3171,0.0,7,0.829,-8.278,1,0.637,124.894,100.266,4,1.0
TRBBFMN128F421AF38,154.06975,0.421,7,0.488,-10.418,1,0.494,147.627,107.411,4,0.672
TRBBFLM128F14AD269,91.21914,0.444,8,0.053,-26.631,0,0.397,78.541,131.487,4,0.016
TRBBFTS12903CDC3D9,834.24608,0.0,0,0.221,-22.875,1,0.402,834.246,199.792,7,0.667
TRBBFHG128F932B9D6,484.10077,0.0,8,0.507,-13.383,0,0.441,484.101,186.12,3,0.599
TRBBPXP128F148511C,183.19628,2.096,11,0.799,-4.881,1,0.72,170.388,119.983,4,0.33
TRBBPPQ128F426C3D5,63.29424,3.384,1,0.459,-10.462,0,0.546,63.294,123.797,1,0.0
TRBBPSX128F93332EE,112.90077,0.16,9,0.19,-17.548,0,0.313,104.867,132.358,1,0.0
TRBBPYO128F426DF2A,194.82077,0.0,1,0.365,-12.098,1,0.4,186.567,42.797,4,0.0
TRBBPGU12903CF7C25,294.19057,0.56,0,0.421,-5.747,1,0.334,287.393,136.326,1,0.0
TRBBPGL128F933E34C,311.19628,0.113,10,0.613,-11.574,1,0.553,304.774,87.467,1,0.0
TRBBPPB128F14AB242,191.21587,0.0,6,0.372,-6.025,0,0.469,177.488,136.478,4,0.0
TRBBMQO128F425559F,118.5171,0.323,7,0.0,-14.523,1,0.0,112.071,148.294,4,0.479
TRBBMIF12903CA1EB0,159.60771,0.34,5,0.067,-9.079,1,0.569,159.608,124.714,4,0.355
TRBBMQN128EF35F995,181.52444,0.304,10,0.476,-5.622,0,0.521,176.135,145.999,4,0.593
TRBBMIR128F933DF44,322.29832,4.389,2,0.836,-15.734,1,0.649,316.134,110.034,3,0.904
TRBBMTZ128F4260C61,227.00363,0.0,5,0.0,-3.861,0,0.044,221.785,86.09,3,0.959
TRBBMLR128F1466822,206.57587,0.0,9,0.289,-15.794,0,0.312,206.576,186.23,4,0.857
TRBBMXI128F428CCD1,332.06812,0.374,8,0.769,-7.107,1,0.617,327.378,122.483,4,0.68
TRBBMTJ128F1477785,156.57751,3.291,1,0.794,-9.242,1,0.661,139.72,101.295,3,0.871
TRBBMAL128F146B288,405.41995,0.16,6,0.628,-4.811,0,0.622,398.292,130.402,4,0.222
TRBBMVE128F92DA833,436.53179,2.397,2,0.814,-20.523,1,0.789,421.825,112.706,3,1.0
TRBBMXP128F9325219,281.05098,3.175,0,0.687,-12.032,1,0.532,269.206,114.595,4,0.0
TRBBMAM128F4290E48,227.082,0.549,7,0.436,-25.613,0,0.598,227.082,131.917,3,0.513
TRBBMDA12903CB688E,280.08444,0.0,2,0.211,-6.707,1,0.495,271.621,120.072,5,0.436
TRBBMPH128F1469775,193.56689,0.443,0,0.551,-5.24,1,0.372,187.623,132.167,4,0.765
TRBBMHE128EF341D09,207.62077,0.287,4,0.252,-5.668,1,0.359,207.621,127.597,4,0.822
TRBBMYD12903CC2638,54.15138,0.0,2,0.288,-18.446,1,0.36,54.151,78.437,1,0.913
TRBBXTY128F427EA62,203.54567,0.421,11,0.149,-16.487,0,0.328,193.329,95.543,1,0.679
TRBBXMC128F422C330,168.30649,0.444,11,0.576,-7.207,1,0.602,151.069,149.527,4,0.177
TRBBXEG128F424EC2C,200.9073,0.0,4,0.152,-13.613,1,0.214,200.907,127.463,4,0.64
TRBBXPL128F9321D39,174.81098,0.096,0,0.455,-6.505,1,0.596,167.77,86.686,4,0.596
TRBBXWQ128F93418EB,186.8273,0.381,1,1.0,-16.508,1,0.919,174.904,96.616,4,0.294
TRBBXML128F4256DFF,264.6722,0.0,10,0.273,-3.779,0,0.301,264.672,147.91,1,0.0
TRBBXLI128F931BC58,216.58077,0.154,2,0.449,-7.91,1,0.575,208.138,121.687,4,0.654
TRBBXSE128F42798F6,301.19138,2.606,5,0.573,-7.488,0,0.6,288.729,95.929,4,1.0
TRBBXXC128F427044F,246.96118,0.067,9,0.088,-15.02,0,0.101,240.344,97.065,1,0.599
TRBBXLS128F9323D9B,468.00934,0.0,9,0.393,-8.214,0,0.347,443.466,130.004,4,0.0
TRBBXWG128F148B444,226.37669,9.886,4,0.617,-12.175,0,0.578,222.726,169.898,4,0.0
TRBBXGU12903CCC870,199.83628,0.0,6,0.191,-11.949,1,0.365,187.751,96.002,4,0.731
