track_id,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,genre
TRAVHIA128F1494B0C,146.02404,0.462,0,0.63,-15.911,1,0.597,135.372,144.538,4,0.903,0
TRAYKCV128F9341943,171.80689,0.0,7,0.481,-15.149,1,0.538,164.937,168.897,4,0.928,0
TRAGJQL128E078E840,278.54322,0.0,6,0.847,-11.958,1,0.844,266.437,82.789,5,0.372,0
TRAUGVF128F92EFCF8,169.63873,0.154,4,0.624,-14.257,1,0.608,162.923,123.531,4,0.0,0
TRAWMTG12903CDE042,165.61587,0.311,3,0.453,-20.779,1,0.612,160.415,96.801,3,0.541,0
TRBDMAU128F935960B,149.62893,0.148,11,0.849,-9.838,1,0.677,145.502,202.358,4,0.0,0
TRAJXUS128F9309CEE,157.49179,0.0,5,0.65,-18.692,1,0.536,151.748,182.408,4,0.0,0
TRALOBQ128F428AB9E,153.49506,0.328,0,0.613,-10.487,1,0.695,148.236,98.663,3,1.0,0
TRABFGJ12903CF6A75,166.16444,0.99,11,0.292,-14.014,1,0.401,160.403,157.779,4,0.483,0
TRADBBM128F930DC49,182.67383,0.119,7,0.286,-18.118,1,0.547,171.77,185.246,5,0.732,0
TRAKFQV128F145C912,201.63873,0.295,10,0.604,-14.586,1,0.664,179.096,105.966,4,1.0,0
TRBBLFA12903CDC496,168.72444,0.0,2,0.277,-13.601,1,0.414,160.583,74.894,4,0.763,0
TRANTCK128F428AC39,125.85751,0.311,2,0.055,-19.115,1,0.235,115.63,104.793,1,0.0,0
TRAWULX128F4291255,349.33506,0.659,1,0.392,-10.271,1,0.547,331.5,127.434,4,0.0,0
TRALKHJ128F92E9D36,124.52526,0.57,0,0.796,-18.57,1,0.694,114.619,163.942,1,0.0,0
TRAGUAA128F4291AB1,135.07873,0.241,7,0.676,-18.169,1,0.607,128.575,118.472,4,0.497,0
TRAPQEB12903D05C36,102.37342,0.398,11,0.601,-11.106,1,0.549,94.993,78.188,3,0.573,0
TRAEEMP128F92F4B9C,114.31138,0.142,4,0.47,-10.261,1,0.305,107.735,221.858,4,0.0,0
TRBHUVB128F148ADB8,226.2722,0.276,4,0.22,-9.344,1,0.336,219.028,124.693,4,0.805,0
TRAQWJZ128F4243C9B,312.5024,0.466,2,0.943,-11.393,1,0.743,303.787,103.327,4,0.944,0
TRAOPAR128F92EFD17,142.94159,0.136,11,1.0,-13.524,1,0.882,134.455,104.943,4,1.0,0
TRAPMTY128F1459DA1,207.93424,0.38,0,0.553,-5.628,1,0.527,203.378,87.029,3,0.332,0
TRACDCZ128F4285AE0,146.83383,2.241,7,0.666,-13.12,1,0.653,140.707,90.61,4,0.603,0
TRAVESV12903CEDEDA,235.80689,0.657,2,0.388,-9.139,1,0.422,227.08,176.591,4,0.175,0
TRAZZIP128F429BF42,181.41995,0.206,4,0.893,-10.427,1,0.759,172.71,119.324,4,0.868,0
TRAICRD12903CDE044,171.4673,0.0,0,0.052,-13.683,1,0.54,165.965,88.314,7,0.388,0
TRBHNCL12903CB6CAA,251.79383,0.309,2,0.292,-12.378,1,0.349,245.023,108.153,4,0.74,0
TRALIEV128F92DE23C,245.78567,0.107,4,0.365,-4.954,0,0.451,232.2,167.97,4,0.623,0
TRAMEXS128F427FFAE,167.65342,0.0,7,0.732,-8.999,1,0.765,167.653,190.485,4,1.0,0
TRAZTEK128F145C90E,202.52689,0.28,8,0.0,-10.008,1,0.0,190.369,129.266,4,0.099,0
TRAHQHC128F42A77D8,137.42975,0.276,0,0.557,-15.987,1,0.622,132.122,86.197,4,0.708,0
TRATGQQ128F9314185,238.57587,0.0,9,0.551,-13.7,0,0.529,223.631,148.524,4,0.0,0
TRBHAFV128F425D48E,232.51546,2.165,4,0.912,-15.497,1,0.747,225.837,104.346,4,0.0,0
TRAOAYQ128F428A098,229.45914,0.189,4,0.923,-8.705,0,0.574,213.49,163.969,4,0.566,0
TRAQITZ128F4265E0E,162.29832,2.206,9,0.542,-10.06,1,0.52,156.415,170.995,4,1.0,0
TRBDFCT128F4285E05,187.53261,2.949,4,0.648,-16.692,1,0.608,181.441,87.192,3,0.596,0
TRAJBSL128F428A021,145.13587,0.345,4,0.722,-12.653,1,0.749,141.038,91.318,4,0.785,0
TRBATEY128F4285370,143.82975,0.316,7,0.918,-11.366,1,0.743,137.77,150.439,1,0.0,0
TRBEJHQ128F421EFD2,164.12689,0.461,0,0.678,-17.876,1,0.496,157.077,96.859,1,0.607,0
TRAAGOH128F42593CE,194.11546,0.089,5,1.0,-15.581,1,0.886,182.729,82.343,1,0.387,0
TRAUKLO128F4256A09,126.95465,0.398,5,0.818,-13.159,1,0.564,119.171,95.95,4,0.92,0
TRBEGKI12903CBD34C,152.97261,0.165,2,0.508,-11.947,1,0.443,149.49,94.513,4,1.0,0
TRAHQKV12903CB6CA9,46.21016,0.311,1,0.663,-15.912,0,0.623,46.21,142.782,3,0.914,0
TRAHCRI128F4255C6E,254.58893,1.221,9,0.293,-16.261,1,0.289,246.044,142.479,4,0.0,0
TRAXMLO128F933BC5E,87.64036,0.0,7,0.359,-17.588,1,0.55,79.18,142.48,1,0.0,0
TRBFANQ12903CB8F48,183.17016,0.276,0,0.594,-14.668,1,0.64,176.216,180.521,4,0.0,0
TRAEBKD12903D00D5C,183.53587,0.296,0,0.952,-6.601,1,0.89,175.984,174.268,4,0.021,0
TRACJWY12903CB7DBF,194.37669,0.0,2,0.582,-11.663,1,0.679,186.746,74.809,4,0.0,0
TRARCNN12903CD5262,167.00036,0.154,9,0.593,-14.406,1,0.5,157.983,187.128,4,1.0,0
TRANZCY128F4243C80,209.34485,0.402,7,0.719,-9.825,1,0.631,199.883,123.836,4,0.919,0
TRANVKJ128F92F1561,263.49669,2.322,4,0.662,-8.163,1,0.622,249.446,141.171,4,0.53,0
TRAPMRV128F92F5F4C,201.16853,0.607,2,0.634,-7.279,1,0.392,187.548,153.447,1,0.0,0
TRAYXZF128F425D645,216.81587,0.0,10,0.286,-6.021,1,0.342,208.149,115.62,4,0.287,0
TRBELIO128F428F322,90.69669,1.059,7,0.77,-9.282,1,0.685,85.566,130.752,3,0.0,0
TRAAGPF12903CE027E,195.91791,0.165,3,0.883,-11.98,1,0.735,192.087,91.487,4,0.0,0
TRAQYZO12903CB818E,198.63465,0.297,11,0.745,-8.61,1,0.664,189.812,163.92,4,0.317,0
TRASMFP128F427FFA8,37.77261,0.0,2,0.228,-12.316,1,0.298,35.033,107.597,1,0.0,0
TRADNRG128F4295A0E,232.64608,0.098,2,0.845,-19.991,1,0.323,224.804,74.665,3,0.264,0
TRALEVU128F4249BEB,147.82649,0.0,0,0.732,-15.965,1,0.594,143.331,168.879,4,0.736,0
TRADGIX128F9315B2D,176.56118,0.107,7,1.0,-5.864,1,0.846,167.172,223.34,4,0.48,0
TRAEHOI12903CD02C8,252.682,2.328,5,0.812,-12.239,1,0.691,246.236,112.781,4,1.0,0
TRAYLQT128F425A4A6,154.8273,0.185,5,0.786,-14.535,1,0.736,147.772,67.863,3,0.768,0
TRABZCL128E0789AED,290.97751,0.177,7,0.738,-15.546,1,0.877,258.885,121.773,4,1.0,0
TRAIZWI128F4247EFD,260.51873,0.218,3,0.562,-6.857,1,0.64,249.255,45.508,4,0.439,0
TRBHKSA128F92FDBEA,146.72934,1.106,9,0.537,-9.599,1,0.368,138.739,125.309,1,0.0,0
TRALGZN128F14956C4,158.71955,0.456,9,1.0,-11.145,1,1.0,145.119,65.93,1,0.0,0
TRBDNGV128F42895AE,128.96608,0.16,1,0.651,-11.863,1,0.579,123.356,102.151,5,0.816,0
TRAKOPE128F421CE6A,148.40118,2.032,7,0.767,-9.38,1,0.782,140.858,91.637,3,0.615,0
TRAFKDF12903D09556,156.29016,0.299,2,0.109,-9.322,1,0.597,146.692,108.417,4,0.445,0
TRAWQSO128F424E2F9,219.84608,0.136,7,0.693,-5.271,1,0.654,208.776,118.077,3,0.583,0
TRABLOM128F426BE8A,150.20363,2.426,0,0.826,-11.927,1,0.672,144.126,101.485,3,1.0,0
TRAIKBB128F428AD73,125.67465,0.334,4,0.036,-9.089,0,0.366,121.574,124.916,4,0.0,0
TRASZSF128F428B8F3,188.02893,0.398,4,0.958,-12.169,1,0.786,183.298,98.824,4,1.0,0
TRAZWDT128F4241B14,167.07873,0.0,4,0.59,-17.514,1,0.574,159.144,100.848,4,0.0,0
TRAXJVO128F42AC534,155.97669,0.125,7,0.735,-7.711,1,0.74,149.101,168.08,4,0.0,0
TRAEKCR128F14593A5,192.73098,0.415,7,0.65,-17.222,0,0.35,185.806,110.595,4,0.0,0
TRAWWHT128F426894E,222.74567,0.293,4,0.5,-14.519,1,0.572,216.776,108.054,3,1.0,0
TRAWIRJ128F145C918,223.26812,0.28,7,0.094,-13.664,1,0.197,205.241,119.657,4,0.356,0
TRAYWCQ128F149481D,140.79955,0.398,0,0.697,-12.271,1,0.612,138.019,150.486,1,0.0,0
TRARPGY128F425D48D,168.33261,2.31,5,0.922,-15.467,1,0.727,163.538,131.45,3,0.722,0
TRATFEN128F14A3A6E,214.96118,0.0,9,0.624,-10.736,1,0.44,203.198,170.897,4,0.466,0
TRBCPXR128F42AC544,160.62649,0.205,0,0.899,-6.94,1,0.724,152.143,131.074,4,0.009,0
TRAGUCZ128F426E5F6,282.53995,0.073,7,0.405,-13.027,1,0.462,278.727,90.81,3,0.962,0
TRAXCZO12903CB819D,234.16118,0.148,0,0.839,-6.748,1,0.738,219.15,127.257,1,0.241,0
TRAGXUZ128F9311745,80.03873,2.258,1,0.083,-13.136,1,0.427,74.449,196.303,4,0.572,0
TRAKAJM128F429BEED,268.7473,0.473,3,0.578,-13.505,1,0.604,259.576,96.243,3,0.876,0
TRALVKP128F42AD00C,140.69506,0.311,0,0.811,-12.361,1,0.848,132.969,99.66,5,0.757,0
TRBCRCV128F933860B,148.00934,0.341,9,0.842,-13.18,1,0.644,141.299,76.907,4,0.787,0
TRAWNDA128F9341C35,230.66077,0.322,6,0.788,-6.145,1,0.787,217.275,159.886,4,0.822,0
TRAYDYV128F42906E1,200.38485,0.357,1,1.0,-7.365,1,0.872,190.618,153.849,4,0.0,0
TRAPQNA128F93000EB,168.95955,0.177,11,0.656,-5.176,1,0.542,155.905,91.01,1,0.0,0
TRAROPS128F92F09A5,140.38159,0.0,2,0.182,-13.338,1,0.567,136.678,117.867,3,0.905,0
TRBDMCC128F9358267,239.20281,0.623,7,0.989,-11.084,1,0.168,233.848,115.304,4,0.917,0
TRAFNMJ128F92D15D8,148.24444,0.171,7,0.487,-15.354,1,0.449,137.009,108.128,4,0.151,0
TRALZBP128F4263E1A,217.15546,0.072,2,0.35,-8.809,1,0.614,207.401,128.087,4,0.065,0
TRANPLD128F92EB034,170.52689,0.0,0,0.584,-17.881,1,0.486,165.994,74.6,4,0.441,0
TRBCCLU12903CDBAC4,133.27628,0.136,11,0.742,-8.473,1,0.619,125.504,37.965,4,0.0,0
TRBHCQA128F149F192,202.08281,0.255,5,0.407,-6.424,1,0.407,187.339,117.142,4,1.0,0
TRARTME12903CE0253,150.9873,0.171,9,0.432,-16.627,1,0.304,150.987,102.707,4,0.876,0
TRAELXD128F14A8B21,187.53261,0.255,5,0.731,-12.324,1,0.639,177.673,95.781,4,0.0,0
TRANLJA128F42A5379,193.54077,0.288,7,0.825,-10.691,1,0.71,175.502,143.804,4,0.0,0
TRAXXQA128F9301855,194.5073,0.549,4,0.404,-12.061,1,0.428,188.947,130.02,4,0.881,0
TRAOXEU128F4299BE5,202.70975,0.171,1,1.0,-8.472,1,0.978,192.279,152.082,3,0.697,0
TRBEUVP128F427831E,191.55546,0.148,4,0.554,-9.618,1,0.576,182.462,94.895,4,0.456,0
TRALSZL128F4293B41,107.62404,0.0,4,0.618,-13.51,1,0.553,99.12,109.449,4,0.569,0
TRAQJOP128F424C3D2,170.81424,0.0,4,0.64,-9.681,1,0.6,164.809,107.584,4,0.719,0
TRAAMKI128F428537A,127.05914,0.322,2,0.826,-12.772,1,0.936,114.724,148.357,4,0.097,0
TRBBTDV128F934F6B1,173.06077,0.392,8,0.637,-11.761,1,0.658,165.941,124.291,1,0.0,0
TRBAXOL12903CDF117,116.21832,0.0,9,0.673,-19.365,1,0.648,106.022,90.726,3,0.88,0
TRACOGY128F92FE95C,228.5971,0.27,7,0.752,-12.584,1,0.723,220.085,81.809,4,0.0,0
TRACTHF128F4295A22,259.68281,0.119,2,0.0,-18.184,1,0.0,246.213,141.51,4,0.0,0
TRATTNI128E0799697,246.09914,3.698,0,0.621,-9.695,1,0.609,221.373,119.06,4,1.0,0
TRAAJJV128F42A2F99,241.10975,2.659,4,0.965,-18.114,1,0.744,230.429,152.267,3,1.0,0
TRAKXPE128F1462FF2,221.88363,1.1,10,0.601,-9.612,1,0.625,212.886,118.096,4,0.421,0
TRAWDZY128F9339D32,175.5424,0.467,4,0.486,-10.775,1,0.638,168.687,94.753,4,0.96,0
TRBBCZA128F146587F,124.83873,0.16,9,0.019,-14.479,1,0.504,114.672,79.091,7,0.911,0
TRBCEAB12903CA10FC,155.53261,0.0,0,0.113,-15.971,1,0.474,149.072,107.718,4,0.008,0
TRAMLPB128F933F690,204.22485,0.142,9,0.388,-5.231,1,0.517,196.162,150.085,4,0.064,0
TRBDHUE128F9317991,148.06159,0.264,7,0.013,-19.002,1,0.425,141.485,95.389,3,0.287,0
TRBCMNO128F92D58E5,170.84036,0.2,7,0.863,-9.909,1,0.726,160.978,138.471,4,0.251,0
TRAMWSA128F9359719,192.80934,0.491,4,0.195,-10.697,0,0.274,189.98,38.443,4,0.0,0
TRABZRB128F423EFA9,44.64281,0.0,1,0.426,-16.504,0,0.544,44.643,146.894,1,0.0,0
TRAKNDG128F428A228,146.33751,0.38,10,0.694,-13.232,1,0.555,140.69,141.553,4,0.797,0
TRAJDTK128F429FFDF,121.73016,0.165,11,0.712,-12.744,1,0.705,116.878,151.73,3,0.878,0
TRANHYE128F92DE232,245.36771,2.101,5,0.989,-4.536,1,0.676,234.185,160.786,4,0.335,0
TRABSPB12903D1337A,251.37587,2.914,0,0.335,-10.85,1,0.418,241.493,126.533,4,0.089,0
TRANYNG128F92E9D4D,120.42404,0.253,9,0.058,-17.777,1,0.385,110.707,153.898,4,0.0,0
TRBDYEJ128F9320633,117.75955,0.0,5,0.0,-15.812,0,0.148,114.312,107.675,4,1.0,0
TRAXBLT128F42A2099,107.93751,0.171,8,0.673,-9.394,1,0.627,101.117,157.699,1,0.034,0
TRAQJFK128F428508A,125.33506,0.42,10,0.728,-10.609,1,0.709,116.5,100.06,4,0.681,0
TRAZDQQ128F93590E2,131.83955,0.347,3,0.789,-10.112,1,0.517,125.376,99.334,1,0.0,0
TRAXWND128F428FBEB,175.49016,0.0,0,0.501,-11.48,1,0.553,168.037,95.871,4,0.534,0
TRAUUEG128F428F323,160.26077,0.427,2,0.557,-12.009,1,0.544,151.65,88.301,1,0.177,0
TRAVGZS128F9338603,119.90159,0.351,5,0.844,-14.09,1,0.653,112.878,111.12,4,0.0,0
TRAUREN128F931F5AB,159.79057,0.363,9,0.542,-23.907,1,0.369,156.044,141.772,1,0.814,0
TRBCQIK128F9342FD8,257.01832,0.232,9,0.227,-8.226,1,0.316,244.907,124.942,4,1.0,0
TRBDDRB12903D133C5,399.04608,0.235,11,0.699,-12.712,0,0.461,391.262,123.401,5,0.619,0
TRAMDCX128F4294590,180.61016,0.648,6,0.0,-14.72,0,0.153,172.031,105.445,4,1.0,0
TRAOXWF128E0790985,157.12608,0.306,9,0.426,-14.626,1,0.414,148.399,89.71,1,0.811,0
TRAXYQF128F42171A7,140.64281,0.194,9,0.324,-3.894,1,0.494,133.486,125.674,1,0.0,0
TRAHDSO128F426B033,181.96853,0.218,8,0.424,-18.891,1,0.327,174.55,80.016,7,0.494,0
TRAFVDV128F42936BA,242.70322,0.334,2,0.795,-13.558,1,0.691,235.381,69.704,1,0.0,0
TRBBVSO128F9341C12,181.86404,0.328,11,0.405,-7.914,1,0.427,163.358,40.384,1,0.0,0
TRAHVBF12903CB81F3,188.49914,0.351,0,0.857,-7.659,1,0.643,185.313,170.079,1,0.0,0
TRATWTC128F4291AB3,152.0322,0.258,4,0.376,-18.299,0,0.498,145.56,105.169,1,0.0,0
TRAPBPP128F92F07BF,143.35955,0.0,0,0.0,-10.067,0,0.239,140.701,122.798,4,0.0,0
TRAEWYQ128F9306C38,138.84036,3.466,0,0.278,-17.772,1,0.581,133.869,103.053,5,0.742,0
TRAACTB12903CAAF15,133.32853,0.0,4,0.384,-9.983,1,0.402,130.009,160.839,1,0.0,0
TRBBTZW12903CE7495,207.80363,0.084,0,0.441,-7.132,1,0.5,186.805,141.705,4,0.472,0
TRAHVRW128F92F15FE,251.27138,0.257,2,1.0,-10.415,1,0.91,231.741,113.86,4,0.265,0
TRAYYAU128F92D58D0,171.10159,0.206,2,0.846,-8.81,1,0.698,160.363,130.985,4,0.5,0
TRAVKGJ12903CB81E3,170.94485,0.171,4,0.828,-11.732,1,0.486,162.557,143.431,1,0.342,0
TRAZJZP128F427FFAC,43.85914,0.0,6,0.198,-12.29,0,0.549,43.859,112.629,7,0.271,0
TRAOUOI128F4290E44,175.01995,0.165,11,1.0,-11.727,1,0.761,167.706,158.763,3,0.634,0
TRASPZN128F92D278C,152.34567,0.0,4,0.922,-14.761,1,0.839,144.544,136.129,4,0.0,0
TRADCBA128F92E7161,140.7473,0.156,7,0.293,-19.602,1,0.3,134.206,64.141,1,0.747,0
TRAGGHA128F4262D55,204.85179,0.0,5,0.92,-11.14,1,0.658,204.852,133.428,1,0.061,0
TRAAQUF12903CDF4A4,150.64771,0.0,7,0.804,-9.258,1,0.728,144.62,121.983,3,0.852,0
TRAISVG128F42706A4,129.12281,0.363,9,0.716,-13.404,1,0.646,119.74,98.015,4,0.083,0
TRAFAKH128F9339643,274.46812,0.062,4,0.926,-10.164,1,0.714,253.626,116.829,4,0.966,0
TRADSIB128F93177AB,164.07465,0.168,1,0.0,-21.511,0,0.262,164.075,92.326,4,0.02,0
TRABNNO128F9342FE3,205.42649,0.328,9,0.789,-10.225,1,0.812,193.921,101.662,4,0.618,0
TRAGAVF128F424829B,151.37914,0.0,7,0.0,-12.581,1,0.257,148.225,112.88,4,0.375,0
TRAUQFT128F4270904,201.27302,2.403,10,0.0,-16.822,1,0.0,195.843,104.068,4,0.0,0
TRAOOSW12903CBF122,139.78077,0.415,4,1.0,-11.901,1,0.764,133.689,129.391,4,0.0,0
TRBGKJU128E079851F,282.33098,0.299,2,0.967,-9.851,1,0.748,265.822,111.532,3,1.0,0
TRAVLXZ128F42A22E4,155.402,0.177,7,0.198,-22.377,1,0.586,150.117,87.038,4,0.991,0
TRATPRE128F931B12E,136.04526,0.218,2,0.216,-11.651,1,0.498,136.045,124.648,4,0.993,0
TRAYLQL128F92F0A86,134.21669,0.0,7,0.886,-12.789,1,0.782,130.31,131.395,1,0.0,0
TRABDDP128F92FA843,221.30893,0.0,5,0.755,-12.0,1,0.499,215.412,157.746,1,0.0,0
TRAKCFG128F149D9B7,182.33424,0.38,11,0.679,-9.068,1,0.868,167.457,168.849,4,0.593,0
TRAENGY128F4272846,212.89751,0.305,2,0.58,-6.986,1,0.658,200.133,147.928,4,0.27,0
TRAEGDO128F42705BF,179.93098,3.094,2,0.396,-16.334,1,0.568,173.105,100.018,4,0.0,0
TRACOSY128F92F12B7,189.57016,0.0,6,0.755,-11.156,1,0.726,178.927,67.904,4,0.655,0
TRBEIYU128F92E88A9,123.402,0.104,11,0.886,-15.419,1,0.688,114.637,226.146,4,0.14,0
TRAQTYT12903D134AC,175.20281,0.154,0,0.757,-12.551,1,0.726,162.36,119.053,4,0.158,0
TRAZAEV128F92E9DDA,125.17832,0.073,11,0.975,-12.469,1,0.935,113.476,138.657,4,0.88,0
TRBFRPH128F42593D2,210.75546,0.143,7,0.643,-18.261,1,0.758,188.999,157.968,4,0.701,0
TRBHECY128F930A474,284.00281,0.0,9,0.712,-13.452,1,0.523,267.993,71.952,3,0.646,0
TRALGCL12903CE74A7,228.75383,0.528,11,0.979,-11.366,1,0.812,218.639,99.141,4,0.313,0
TRATESL128F92F12DF,125.1522,0.0,0,0.759,-12.818,1,0.616,118.457,126.714,3,0.321,0
TRAVAXS128F932CB2A,285.88363,0.189,6,0.249,-6.604,1,0.322,278.901,130.023,4,0.778,1
TRAUPNY12903C9DE65,399.93424,0.247,1,0.07,-9.752,0,0.354,395.337,161.272,5,0.94,1
TRAHCDJ128F9310F1C,359.36608,0.078,0,0.572,-6.637,1,0.532,359.366,122.934,4,1.0,1
TRANLRX128F4259030,277.81179,0.311,2,0.604,-8.704,0,0.608,271.813,93.001,4,1.0,1
TRAFPFW128F423B0A6,385.2273,0.0,1,0.06,-6.965,1,0.273,353.228,94.005,4,0.704,1
TRAUGNY12903CFEFB5,160.31302,0.0,4,0.706,-11.242,0,0.68,155.905,120.091,4,1.0,1
TRAEBPU12903CE743E,132.67546,0.0,3,0.294,-19.814,0,0.11,128.151,105.218,4,0.754,1
TRATKNE128F9354E8D,368.74404,0.0,7,0.063,-9.915,1,0.387,364.507,124.985,4,0.254,1
TRASBSO128F1465A78,1071.882,0.078,4,0.879,-6.1,0,0.707,1043.458,90.264,4,0.757,1
TRBFHYL12903CB0652,489.58649,0.0,6,0.417,-14.66,0,0.455,456.22,97.014,4,0.578,1
TRAHBGV128F92F0790,440.52853,0.241,6,0.024,-10.744,1,0.405,398.385,135.053,4,0.0,1
TRAWTPM128F932C531,140.79955,0.305,2,0.295,-5.211,1,0.505,133.59,144.474,4,0.0,1
TRATVFX128F92F8B79,521.9522,0.183,5,0.551,-5.666,0,0.333,501.272,95.321,1,0.364,1
TRBIAVI128F424A89C,228.15302,0.328,9,0.015,-5.705,1,0.158,221.24,130.923,4,0.0,1
TRAUTNT128F933CB62,164.0224,0.197,4,0.0,-12.836,1,0.0,159.527,80.012,4,0.931,1
TRAOBUI128E078E073,531.61751,0.0,2,0.901,-9.827,1,0.704,531.617,166.015,4,0.85,1
TRAQVTO128F14696A6,329.53424,0.0,5,0.055,-5.019,0,0.419,311.025,111.201,4,1.0,1
TRAIUTE128F92F96F3,261.58975,2.026,1,0.582,-3.542,0,0.384,250.311,175.948,4,0.455,1
TRBHRGW128F92FFEFF,221.09995,0.177,6,0.054,-7.114,1,0.535,215.545,149.984,4,1.0,1
TRAACIW12903CC0F6D,338.31138,0.0,6,0.687,-6.486,0,0.486,338.311,125.006,4,1.0,1
TRABSEN128F424AA36,243.25179,0.363,4,0.497,-6.883,0,0.456,237.0,135.072,4,0.578,1
TRBELVP128F93263B8,556.69506,3.158,10,0.044,-10.252,1,0.172,548.484,130.011,4,0.749,1
TRBHWRM12903CD3111,432.14322,0.27,0,0.067,-8.14,1,0.389,408.468,128.004,5,0.841,1
TRAXQDR128F4260194,159.65995,4.365,11,0.113,-13.092,1,0.506,142.698,87.461,4,1.0,1
TRBFQII128F930D519,119.64036,0.0,5,0.723,-12.12,1,0.492,108.147,140.638,1,0.0,1
TRAZWEI128F92FD924,429.29587,0.078,0,0.41,-22.786,1,0.478,422.65,91.397,1,0.638,1
TRBHCXP128F146D63B,281.0771,2.705,9,0.039,-11.403,1,0.252,275.54,132.946,4,1.0,1
TRAIYIW12903CCF8CB,188.26404,0.0,1,0.382,-3.586,0,0.489,185.214,145.008,4,0.814,1
TRAPCNK128F427D7B5,219.24526,0.984,7,0.446,-11.451,1,0.569,208.672,96.047,7,0.841,1
TRAYJLA128F4267A6A,145.50159,1.036,8,0.685,-12.919,1,0.677,145.502,149.978,4,0.584,1
TRAVTUD128F93094F2,163.91791,0.189,11,0.86,-6.028,0,0.695,153.884,119.2,4,0.803,1
TRBANDP12903CE9EAC,398.602,0.147,10,0.0,-10.19,0,0.08,391.024,120.004,4,1.0,1
TRAAUDN128F933F20D,94.06649,0.0,2,0.171,-9.506,1,0.24,94.066,109.636,5,0.935,1
TRAJQXD128F428767D,811.2322,2.026,11,0.041,-17.88,1,0.386,795.266,71.416,5,0.948,1
TRBHAGD128F423C388,387.26485,0.218,7,0.026,-8.304,1,0.396,382.398,84.015,3,1.0,1
TRARURM128F931A91B,229.66812,0.276,2,0.162,-19.293,1,0.483,224.949,79.96,3,0.269,1
TRAXMNY12903CB5207,205.89669,0.0,11,0.013,-4.493,0,0.315,200.94,105.991,4,0.143,1
TRAROPZ128F42A8AB2,344.68526,11.418,5,0.514,-8.627,0,0.483,333.752,190.038,4,0.0,1
TRBAPPF128F4243DA5,287.39873,0.165,7,0.646,-10.025,1,0.604,283.429,133.057,4,0.798,1
TRBCJIX128F424F99E,272.95302,0.154,7,1.0,-9.846,1,0.803,266.449,124.023,3,0.853,1
TRAMHKC128F933DE7D,278.12526,0.647,1,0.366,-13.017,1,0.191,273.456,96.064,3,1.0,1
